"Ad Set Name",Day,"Ad Set ID","Delivery Status","Delivery Level","Relevance Score","Campaign Name","CPM (Cost per 1,000 Impressions)",Reach,Impressions,"CTR (Link Click-Through Rate)","CPC (Cost per Link Click)","Amount Spent (USD)","Result Type","Cost per Result","Landing Page Views","Adds to Cart","Website Adds to Cart","Checkouts Initiated","Website Checkouts Initiated","Adds of Payment Info","Website Adds of Payment Info","Link Clicks","Website Purchases","Website Purchases Conversion Value","Website Purchase ROAS (Return on Ad Spend)","Reporting Starts","Reporting Ends"
US_ERLpurchase3%_1125-aha,2018-11-28,23843059358330116,active,adset,,ERL2-shopify-1026-UStest,15.34536403,1577,1607,2.8002489110143,0.548,24.66,"Website Purchases",,39,1,1,3,3,,,45,,,,2018-11-28,2018-11-28
US_ERLpurchase2%_1113-ahaold,2018-11-24,23843041211550116,inactive,adset,,ERL2-shopify-1113-Lookalike2%-test,15.64630225,1508,1555,2.9581993569132,0.52891304,24.33,"Website Purchases",24.33,43,3,3,2,2,1,1,46,1,49,2.01397452,2018-11-24,2018-11-24
US_ERLpurchase2%_1113-ahaold,2018-11-28,23843041211550116,inactive,adset,,ERL2-shopify-1113-Lookalike2%-test,15.79613591,1480,1501,3.4643570952698,0.45596154,23.71,"Website Purchases",,37,1,1,,,,,52,,,,2018-11-28,2018-11-28
"EUgood_indie2%_only_1130 - aha1",2018-12-02,23843066303410116,active,adset,,ERL2-shopify-1130-EUtest,6.10051546,3787,3880,2.9896907216495,0.20405172,23.67,"Website Purchases",,84,6,6,2,2,,,116,,,,2018-12-02,2018-12-02
US_ERL_addtocart1%_1120-aha,2018-11-30,23843055847870116,inactive,adset,,ERL2-shopify-1029-Lookalike1%-test,15.21456437,1477,1538,2.5357607282185,0.6,23.4,"Website Purchases",,35,3,3,2,2,,,39,,,,2018-11-30,2018-11-30
"SG_shopping_1111 - aha1110 - Copy",2018-11-24,23843037512270116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,10.55555556,2122,2214,2.8455284552846,0.37095238,23.37,"Website Purchases",,56,9,9,7,7,,,63,,,,2018-11-24,2018-11-24
"EU1_indie1%_1119 - aha1110",2018-11-23,23843051908480116,inactive,adset,,ERL2-shopify-test-1019,6.49860724,3402,3590,3.6768802228412,0.17674242,23.33,"Website Purchases",,91,11,11,10,10,,,132,,,,2018-11-23,2018-11-23
"US_indie1%_1101 - land2 - Copy 22",2018-11-23,23843018643170116,inactive,adset,,ERL2-shopify-1023-USbasicopy,14.41140025,1570,1614,3.7794299876084,0.38131148,23.26,"Website Purchases",23.26,47,2,2,1,1,1,1,61,1,49,2.10662081,2018-11-23,2018-11-23
"SG_shopping_1019 - aha1110",2018-11-24,23842995495230116,active,adset,,ERL2-shopify-test-1019,9.18609245,2418,2531,2.0940339786646,0.43867925,23.25,"Website Purchases",,46,9,9,6,6,,,53,,,,2018-11-24,2018-11-24
"SG_shopping_1111 - aha1110 - Copy",2018-11-22,23843037512270116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,6.5070028,3458,3570,1.9047619047619,0.34161765,23.23,"Website Purchases",23.23,60,11,11,8,8,2,2,68,1,98,4.21868274,2018-11-22,2018-11-22
"EUgood_indie1%_1120 - aha1110",2018-11-23,23843053055970116,active,adset,,ERL2-shopify-test-1019,8.65248227,2551,2679,3.732736095558,0.2318,23.18,"Website Purchases",7.7266666666667,78,16,16,13,13,2,2,100,3,147,6.34167386,2018-11-23,2018-11-23
"EUgood_indie1%_1120 - aha1110",2018-11-22,23843053055970116,active,adset,,ERL2-shopify-test-1019,6.24932542,3540,3706,3.3729087965461,0.18528,23.16,"Website Purchases",,95,7,7,7,7,,,125,,,,2018-11-22,2018-11-22
"EUgood_indie1%_1120 - aha1110",2018-11-24,23843053055970116,active,adset,,ERL2-shopify-test-1019,10.96208531,2038,2110,3.5071090047393,0.31256757,23.13,"Website Purchases",,59,3,3,2,2,,,74,,,,2018-11-24,2018-11-24
"SG_shopping_1019 - aha1110",2018-11-23,23842995495230116,active,adset,,ERL2-shopify-test-1019,7.33883773,3007,3149,1.4607812003811,0.5023913,23.11,"Website Purchases",11.555,36,11,11,7,7,1,1,46,2,98,4.24058849,2018-11-23,2018-11-23
"SG_shopping_1019 - aha1110",2018-11-22,23842995495230116,active,adset,,ERL2-shopify-test-1019,5.92260379,3759,3902,1.4864172219375,0.39844828,23.11,"Website Purchases",5.7775,54,12,12,11,11,2,2,58,4,196,8.48117698,2018-11-22,2018-11-22
"EU1_indie1%_1119 - aha1110",2018-11-22,23843051908480116,inactive,adset,,ERL2-shopify-test-1019,5.99169263,3669,3852,2.9335410176532,0.20424779,23.08,"Website Purchases",,78,3,3,2,2,,,113,,,,2018-11-22,2018-11-22
"SG_shopping_1111 - aha1110 - Copy",2018-11-23,23843037512270116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,9.21325879,2371,2504,2.1166134185304,0.43528302,23.07,"Website Purchases",23.07,42,7,7,7,7,2,2,53,1,49,2.12397052,2018-11-23,2018-11-23
"US_indie1%_1101 - land2 - Copy 22",2018-11-22,23843018643170116,inactive,adset,,ERL2-shopify-1023-USbasicopy,12.11913548,1863,1897,2.5830258302583,0.46918367,22.99,"Website Purchases",,39,1,1,1,1,,,49,,,,2018-11-22,2018-11-22
US_ERL_addtocart1%_1120-aha,2018-11-29,23843055847870116,inactive,adset,,ERL2-shopify-1029-Lookalike1%-test,11.61585366,1944,1968,2.6930894308943,0.43132075,22.86,"Website Purchases",22.86,48,1,1,2,2,,,53,1,49,2.14348206,2018-11-29,2018-11-29
US_ERLpurchase4%_1125-aha,2018-11-26,23843059358510116,inactive,adset,,ERL2-shopify-1026-UStest,21.60189573,1023,1055,3.6018957345972,0.59973684,22.79,"Website Purchases",22.79,33,3,3,4,4,1,1,38,1,49,2.15006582,2018-11-26,2018-11-26
US_ERLpurchase3%_1125-aha,2018-11-26,23843059358330116,active,adset,,ERL2-shopify-1026-UStest,18.24149109,1206,1234,2.7552674230146,0.66205882,22.51,"Website Purchases",,32,1,1,,,,,34,,,,2018-11-26,2018-11-26
"EUgood_indie2%_only_1130 - aha1",2018-12-03,23843066303410116,active,adset,,ERL2-shopify-1130-EUtest,6.59958568,3250,3379,3.6697247706422,0.17983871,22.3,"Website Purchases",22.3,102,2,2,4,4,1,1,124,1,49,2.19730942,2018-12-03,2018-12-03
US_ERLpurchase1%_1120-feature-schedule,2018-11-30,23843053073670116,inactive,adset,,ERL2-shopify-1023-USbasicopy,24.61878453,876,905,3.4254143646409,0.71870968,22.28,"Website Purchases",22.28,28,2,2,2,2,1,1,31,1,49,2.19928187,2018-11-30,2018-11-30
"SG_shopping_1113 - ahaold - Copy 3",2018-11-17,23843041171340116,not_delivering,adset,,ERL2-shopify-1111-SGbasiccopy,7.60795065,2773,2918,1.6792323509253,0.45306122,22.2,"Website Purchases",11.1,43,8,8,4,4,2,2,49,2,98,4.41441441,2018-11-17,2018-11-17
"SG_shopping_1113 - ahaold - Copy 4",2018-11-17,23843041171310116,not_delivering,adset,,ERL2-shopify-1111-SGbasiccopy,9.080033,2351,2424,2.516501650165,0.36081967,22.01,"Website Purchases",11.005,52,10,10,6,6,1,1,61,2,98,4.45252158,2018-11-17,2018-11-17
US_ERLpurchase1%_1113-ahaold,2018-11-20,23843041206360116,inactive,adset,,ERL2-shopify-1113-UScopies,13.15282792,1632,1662,2.7075812274368,0.48577778,21.86,"Website Purchases",,38,2,2,1,1,,,45,,,,2018-11-20,2018-11-20
"EUgood_ERLpurchase1%_only_1130 - aha1",2018-12-04,23843066303860116,active,adset,,ERL2-shopify-1130-EUtest,7.68822906,2723,2829,3.7822552138565,0.20327103,21.75,"Website Purchases",21.75,72,3,3,2,2,1,1,107,1,49,2.25287356,2018-12-04,2018-12-04
"EUgood_indie1%_1125 - aha1 -schedule",2018-11-27,23843059358730116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,9.96790463,2111,2181,2.7510316368638,0.36233333,21.74,"Website Purchases",,47,4,4,2,2,,,60,,,,2018-11-27,2018-11-27
"US_ERLpurchase1%_1112 - feature - Copy 3",2018-11-20,23843038817100116,inactive,adset,,ERL2-shopify-1029-Lookalike1%-test,13.96784566,1526,1555,2.7009646302251,0.51714286,21.72,"Website Purchases",,36,1,1,,,,,42,,,,2018-11-20,2018-11-20
"SG_shopping_1111 - aha1110 - Copy",2018-11-20,23843037512270116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,6.18500431,3340,3481,1.5225509910945,0.40622642,21.53,"Website Purchases",21.53,42,12,12,8,8,2,2,53,1,49,2.2758941,2018-11-20,2018-11-20
US_ERLpurchase2%_1113-ahaold,2018-11-26,23843041211550116,inactive,adset,,ERL2-shopify-1113-Lookalike2%-test,19.88899167,1049,1081,4.7178538390379,0.42156863,21.5,"Website Purchases",7.1666666666667,48,5,5,4,4,3,3,51,3,147,6.8372093,2018-11-26,2018-11-26
US_ERLpurchase2%_1113-ahaold,2018-11-20,23843041211550116,inactive,adset,,ERL2-shopify-1113-Lookalike2%-test,11.27034121,1861,1905,2.1522309711286,0.52365854,21.47,"Website Purchases",,32,2,2,1,1,,,41,,,,2018-11-20,2018-11-20
US_ERLpurchase1%_1120-feature-schedule,2018-11-27,23843053073670116,inactive,adset,,ERL2-shopify-1023-USbasicopy,29.90196078,698,714,2.6610644257703,1.12368421,21.35,"Website Purchases",,19,,,,,,,19,,,,2018-11-27,2018-11-27
US_ERL_addtocart1%_1120-aha,2018-11-27,23843055847870116,inactive,adset,,ERL2-shopify-1029-Lookalike1%-test,17.96296296,1135,1188,4.2929292929293,0.41843137,21.34,"Website Purchases",21.34,46,4,4,2,2,1,1,51,1,49,2.29615745,2018-11-27,2018-11-27
"EUgood_indie2%_only_1130 - aha1",2018-11-30,23843066303410116,active,adset,,ERL2-shopify-1130-EUtest,6.50503202,3227,3279,2.1043000914913,0.30913043,21.33,"Website Purchases",21.33,60,5,5,3,3,,,69,1,49,2.29723394,2018-11-30,2018-11-30
"EUgood_ERLpurchase1%_only_1130 - aha1",2018-11-30,23843066303860116,active,adset,,ERL2-shopify-1130-EUtest,8.29315708,2502,2572,2.7604976671851,0.30042254,21.33,"Website Purchases",,58,6,6,4,4,,,71,,,,2018-11-30,2018-11-30
"SG_shopping_1019 - aha1110",2018-12-01,23842995495230116,active,adset,,ERL2-shopify-test-1019,4.04907975,4754,5216,0.93941717791411,0.43102041,21.12,"Website Purchases",21.12,35,4,4,2,2,1,1,49,1,94,4.45075758,2018-12-01,2018-12-01
US_ERLpurchase2%_1128-earpic,2018-11-28,23843062733840116,inactive,adset,,ERL2-shopify-1113-Lookalike2%-test,22.78918919,879,925,4.6486486486486,0.49023256,21.08,"Website Purchases",21.08,34,1,1,1,1,1,1,43,1,49,2.32447818,2018-11-28,2018-11-28
"EUgood_indie2%_1125 - aha1",2018-11-29,23843059358630116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,5.64750134,3644,3722,2.6598602901666,0.21232323,21.02,"Website Purchases",10.51,85,5,5,5,5,2,2,99,2,98,4.66222645,2018-11-29,2018-11-29
US_ERLpurchase1%_1120-feature-schedule,2018-12-01,23843053073670116,inactive,adset,,ERL2-shopify-1023-USbasicopy,26.15480649,777,801,4.3695380774032,0.59857143,20.95,"Website Purchases",,32,4,4,1,1,,,35,,,,2018-12-01,2018-12-01
"EUgood_indie1%_1123 - aha1 - Copy1",2018-11-24,23843056676460116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,11.30952381,1755,1848,4.5454545454545,0.24880952,20.9,"Website Purchases",20.9,64,2,2,3,3,1,1,84,1,98,4.68899522,2018-11-24,2018-11-24
"SG_earlyadopter_1125 - ahaold",2018-12-01,23843059982370116,inactive,adset,,ERL2-shopify-1125-newTest,6.01505937,3200,3453,1.2163336229366,0.49452381,20.77,"Website Purchases",,34,,,1,1,,,42,,,,2018-12-01,2018-12-01
"EUgood_indie1%_1125 - aha1 - Copy 21",2018-11-30,23843059969090116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,7.1542461,2829,2885,2.5649913344887,0.27891892,20.64,"Website Purchases",,60,,,1,1,,,74,,,,2018-11-30,2018-11-30
"EUgood_indie1%_1120 - aha1110",2018-11-30,23843053055970116,active,adset,,ERL2-shopify-test-1019,7.90260736,2546,2608,3.0674846625767,0.257625,20.61,"Website Purchases",,63,,,1,1,,,80,,,,2018-11-30,2018-11-30
US_ERLpurchase2%_1113-ahaold,2018-11-21,23843041211550116,inactive,adset,,ERL2-shopify-1113-Lookalike2%-test,8.34683955,2451,2468,1.9448946515397,0.42916667,20.6,"Website Purchases",,41,1,1,,,,,48,,,,2018-11-21,2018-11-21
"SG_shopping_1019 - aha1110",2018-11-15,23842995495230116,active,adset,,ERL2-shopify-test-1019,6.64622337,2987,3098,1.4202711426727,0.46795455,20.59,"Website Purchases",,35,7,7,6,6,,,44,,,,2018-11-15,2018-11-15
"SG_shopping_1019 - aha1110",2018-11-14,23842995495230116,active,adset,,ERL2-shopify-test-1019,5.89736239,3404,3488,1.0034403669725,0.58771429,20.57,"Website Purchases",20.57,31,4,4,3,3,1,1,35,1,49,2.38210987,2018-11-14,2018-11-14
"EUgood_indie1%_1123 - aha1 - Copy1",2018-11-30,23843056676460116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,8.18000796,2404,2511,2.9072082835524,0.28136986,20.54,"Website Purchases",,60,1,1,3,3,,,73,,,,2018-11-30,2018-11-30
US_ERL_addtocart1%_1125-aha1,2018-11-27,23843059904840116,inactive,adset,,ERL2-shopify-1029-Lookalike1%-test,21.00307062,946,977,2.0470829068577,1.026,20.52,"Website Purchases",,17,2,2,2,2,1,1,20,,,,2018-11-27,2018-11-27
"EUgood_indie2%_1125 - aha1",2018-11-30,23843059358630116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,6.76674365,2941,3031,2.0785219399538,0.32555556,20.51,"Website Purchases",20.51,48,1,1,2,2,,,63,1,49,2.3890785,2018-11-30,2018-11-30
"EUgood_indie1%_1120 - aha1110",2018-12-02,23843053055970116,active,adset,,ERL2-shopify-test-1019,9.24706943,2154,2218,2.8854824165915,0.32046875,20.51,"Website Purchases",20.51,49,1,1,1,1,1,1,64,1,49,2.3890785,2018-12-02,2018-12-02
"SG_shopping_1113 - ahaold - schedule 4",2018-11-13,23843041189620116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,7.58978156,2629,2701,1.2217697149204,0.62121212,20.5,"Website Purchases",,29,5,5,2,2,,,33,,,,2018-11-13,2018-11-13
"EUgood_indie2%_1125 - aha1",2018-11-27,23843059358630116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,7.07772021,2804,2895,2.0725388601036,0.3415,20.49,"Website Purchases",20.49,49,2,2,2,2,1,1,60,1,49,2.39141044,2018-11-27,2018-11-27
"SG_earlyadopter_1125 - ahaold",2018-11-27,23843059982370116,inactive,adset,,ERL2-shopify-1125-newTest,7.82061069,2436,2620,1.5267175572519,0.51225,20.49,"Website Purchases",10.245,33,3,3,4,4,2,2,40,2,98,4.78282089,2018-11-27,2018-11-27
"US_ERLpurchase1%_1111 - feature - Copy",2018-11-13,23843037514000116,inactive,adset,,ERL2-shopify-1029-Lookalike1%-test,12.75389408,1587,1605,2.9906542056075,0.42645833,20.47,"Website Purchases",,40,2,2,2,2,,,48,,,,2018-11-13,2018-11-13
"US_ERLpurchase1%_1112 - feature - Copy 3",2018-11-21,23843038817100116,inactive,adset,,ERL2-shopify-1029-Lookalike1%-test,11.41662019,1773,1793,3.5694366982711,0.31984375,20.47,"Website Purchases",,55,3,3,3,3,,,64,,,,2018-11-21,2018-11-21
"EUgood_indie1%_1123 - aha1 - Copy1",2018-11-29,23843056676460116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,7.10462287,2802,2877,3.2325338894682,0.21978495,20.44,"Website Purchases",10.22,84,9,9,4,4,2,2,93,2,98,4.79452055,2018-11-29,2018-11-29
"US_ERLpurchase3%_1125-aha - Copy",2018-11-26,23843059984570116,inactive,adset,,ERL2-shopify-1026-UStest,22.94382022,862,890,3.1460674157303,0.72928571,20.42,"Website Purchases",,24,,,1,1,,,28,,,,2018-11-26,2018-11-26
US_ERLadct30-1%_1129-aha,2018-11-30,23843065433680116,active,adset,,ERL2-shopify-1129-AddtoCart-Test,16.83168317,1142,1212,4.2904290429043,0.39230769,20.4,"Website Purchases",10.2,46,2,2,2,2,2,2,52,2,143,7.00980392,2018-11-30,2018-11-30
"EUgood_indie2%_1127 - aha1 - Copy",2018-11-30,23843062694700116,active,adset,,ERL2-shopify-1123-EUbasicopy,6.42722117,3091,3174,2.7410207939509,0.23448276,20.4,"Website Purchases",20.4,72,3,3,3,3,,,87,1,49,2.40196078,2018-11-30,2018-11-30
"EUgood_indie1%_1125 - aha1 - Copy 21",2018-11-26,23843059969090116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,9.74137931,2032,2088,3.2088122605364,0.30358209,20.34,"Website Purchases",20.34,58,6,6,3,3,1,1,67,1,49,2.40904621,2018-11-26,2018-11-26
US_ERLpurchase1%_1120-feature-schedule,2018-11-29,23843053073670116,inactive,adset,,ERL2-shopify-1023-USbasicopy,16.39516129,1216,1240,3.2258064516129,0.50825,20.33,"Website Purchases",,34,2,2,,,,,40,,,,2018-11-29,2018-11-29
"EUgood_indie2%_1127 - aha1 - Copy",2018-12-02,23843062694700116,active,adset,,ERL2-shopify-1123-EUbasicopy,7.24347515,2723,2797,3.4680014301037,0.20886598,20.26,"Website Purchases",6.7533333333333,78,3,3,4,4,1,1,97,3,147,7.25567621,2018-12-02,2018-12-02
"US_indie1%_1101 - land2 - Copy 22",2018-11-15,23843018643170116,inactive,adset,,ERL2-shopify-1023-USbasicopy,10.97613883,1789,1844,3.9587852494577,0.27726027,20.24,"Website Purchases",20.24,59,2,2,2,2,1,1,73,1,49,2.42094862,2018-11-15,2018-11-15
"SG_earlyadopter_1125 - ahaold",2018-11-30,23843059982370116,inactive,adset,,ERL2-shopify-1125-newTest,6.75919732,2780,2990,1.4046822742475,0.48119048,20.21,"Website Purchases",,33,6,6,4,4,,,42,,,,2018-11-30,2018-11-30
"EUgood_indie1%_1123 - aha1 - Copy1",2018-11-25,23843056676460116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,9.68375659,2013,2087,4.4561571633924,0.21731183,20.21,"Website Purchases",6.7366666666667,71,9,9,7,7,3,3,93,3,147,7.27362692,2018-11-25,2018-11-25
"EUgood_indie1%_1123 - aha1 - Copy2",2018-11-24,23843056676450116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,10.90663788,1776,1853,3.3459255261738,0.32596774,20.21,"Website Purchases",,46,5,5,3,3,,,62,,,,2018-11-24,2018-11-24
"SG_shopping_1125 - ahaold -newpic",2018-11-27,23843059979810116,inactive,adset,,ERL2-shopify-1125-newTest,10.90075512,1720,1854,1.8338727076591,0.59441176,20.21,"Website Purchases",20.21,29,3,3,2,2,1,1,34,1,49,2.42454231,2018-11-27,2018-11-27
"US_ERLpayment1%_1030-land2 - Copy",2018-11-11,23843013968220116,inactive,adset,,ERL2-shopify-1029-Lookalike1%-test,22.49443207,860,898,4.4543429844098,0.505,20.2,"Website Purchases",,35,4,4,2,2,,,40,,,,2018-11-11,2018-11-11
"SG_shopping_1113 - ahaold - schedule 5",2018-11-13,23843041189650116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,7.07821817,2788,2851,1.6485443703964,0.4293617,20.18,"Website Purchases",,43,4,4,3,3,,,47,,,,2018-11-13,2018-11-13
"EUgood_indie1%_1120 - aha1110",2018-11-27,23843053055970116,active,adset,,ERL2-shopify-test-1019,8.9844098,2189,2245,3.1180400890869,0.28814286,20.17,"Website Purchases",20.17,59,8,8,6,6,,,70,1,49,2.42935052,2018-11-27,2018-11-27
"SG_shopping_1111 - aha1110 - Copy",2018-11-14,23843037512240116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,6.12952265,3170,3289,1.2161751292186,0.504,20.16,"Website Purchases",,32,2,2,3,3,,,40,,,,2018-11-14,2018-11-14
"EUgood_indie1%_1123 - aha1 - Copy1",2018-11-27,23843056676460116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,8.0471246,2453,2504,2.8354632587859,0.28380282,20.15,"Website Purchases",,55,5,5,5,5,,,71,,,,2018-11-27,2018-11-27
"SG_shopping_1111 - aha1110 - Copy",2018-11-14,23843037512270116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,6.40992998,3024,3142,1.4640356460853,0.43782609,20.14,"Website Purchases",,41,5,5,4,4,,,46,,,,2018-11-14,2018-11-14
"US_indie1%_1101 - land2 - Copy 22",2018-11-11,23843018643190116,inactive,adset,,ERL2-shopify-1023-USbasicopy,16.81704261,1135,1197,6.4327485380117,0.26142857,20.13,"Website Purchases",,65,2,2,5,5,,,77,,,,2018-11-11,2018-11-11
"EUgood_indie1%_1120 - aha1110",2018-11-29,23843053055970116,active,adset,,ERL2-shopify-test-1019,5.65608317,3505,3559,2.0511379601012,0.27575342,20.13,"Website Purchases",,59,1,1,,,,,73,,,,2018-11-29,2018-11-29
"EUgood_indie1%_1125 - aha1 - Copy 21",2018-11-27,23843059969090116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,10.10547464,1915,1991,2.7624309392265,0.36581818,20.12,"Website Purchases",20.12,46,3,3,2,2,1,1,55,1,49,2.43538767,2018-11-27,2018-11-27
"SG_shopping_1019 - aha1110",2018-11-30,23842995495230116,active,adset,,ERL2-shopify-test-1019,7.0834801,2654,2839,1.3737231419514,0.51564103,20.11,"Website Purchases",20.11,30,4,4,2,2,1,1,39,1,49,2.43659871,2018-11-30,2018-11-30
"EUgood_indie2%_1127 - aha1 - Copy",2018-11-29,23843062694700116,active,adset,,ERL2-shopify-1123-EUbasicopy,6.57077476,2982,3059,2.3210199411572,0.28309859,20.1,"Website Purchases",20.1,50,3,3,3,3,1,1,71,1,49,2.43781095,2018-11-29,2018-11-29
"SG_shopping_1111 - aha1110 - Copy",2018-11-15,23843037512240116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,6.84497445,2827,2935,1.4991482112436,0.45659091,20.09,"Website Purchases",,38,6,6,4,4,,,44,,,,2018-11-15,2018-11-15
"US_ERLpurchase1%_1029 - feature",2018-11-14,23843012050170116,inactive,adset,,ERL2-shopify-1029-Lookalike1%-test,15.47765794,1260,1298,3.0816640986133,0.50225,20.09,"Website Purchases",,35,3,3,1,1,,,40,,,,2018-11-14,2018-11-14
US_ERLpurchase3%_1120-ahaold,2018-11-23,23843051910740116,inactive,adset,,ERL2-shopify-1119-Lookalike3%-test,10.08534137,1972,1992,2.1586345381526,0.4672093,20.09,"Website Purchases",,39,,,,,,,43,,,,2018-11-23,2018-11-23
SG_ERLadct30-1%_only_1129-aha,2018-12-01,23843065434350116,inactive,adset,,ERL2-shopify-1129-AddtoCart-Test,10.79569892,1668,1860,1.7741935483871,0.60848485,20.08,"Website Purchases",,28,4,4,3,3,,,33,,,,2018-12-01,2018-12-01
"EUgood_indie1%_1125 - aha1 - Copy 21",2018-11-29,23843059969090116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,4.95680079,4002,4051,1.5304862996791,0.32387097,20.08,"Website Purchases",20.08,49,2,2,2,2,1,1,62,1,49,2.44023904,2018-11-29,2018-11-29
"US_indie1%_1101 - land2 - Copy 22",2018-11-11,23843018643170116,inactive,adset,,ERL2-shopify-1023-USbasicopy,17.346586,1113,1157,4.580812445981,0.37867925,20.07,"Website Purchases",20.07,50,2,2,3,3,1,1,53,1,49,2.44145491,2018-11-11,2018-11-11
"EUgood_indie1%_1120 - aha1110",2018-11-25,23843053055970116,active,adset,,ERL2-shopify-test-1019,9.27844588,2107,2162,3.6540240518039,0.25392405,20.06,"Website Purchases",20.06,59,5,5,3,3,1,1,79,1,49,2.44267198,2018-11-25,2018-11-25
"US_ERLpurchase1%_1029 - feature",2018-11-15,23843012050170116,inactive,adset,,ERL2-shopify-1029-Lookalike1%-test,13.87275242,1422,1446,2.627939142462,0.52789474,20.06,"Website Purchases",,33,,,,,,,38,,,,2018-11-15,2018-11-15
"US_ERLpurchase1%_1029 - feature",2018-11-13,23843012050170116,inactive,adset,,ERL2-shopify-1029-Lookalike1%-test,18.62581244,1061,1077,2.6926648096565,0.69172414,20.06,"Website Purchases",20.06,26,3,3,2,2,,,29,1,49,2.44267198,2018-11-13,2018-11-13
"SG_sportEquip_1129 - ahaold",2018-12-01,23843065498190116,active,adset,,ERL2-shopify-1125-newTest,3.59834889,5028,5572,1.148600143575,0.31328125,20.05,"Website Purchases",,55,7,7,8,8,,,64,,,,2018-12-01,2018-12-01
US_ERL_addtocart1%_1120-aha,2018-11-23,23843055847870116,inactive,adset,,ERL2-shopify-1029-Lookalike1%-test,12.50779788,1536,1603,2.3705552089832,0.52763158,20.05,"Website Purchases",20.05,32,2,2,2,2,,,38,1,49,2.44389027,2018-11-23,2018-11-23
US_ERL_addtocart1%_1120-aha,2018-11-25,23843055847870116,inactive,adset,,ERL2-shopify-1029-Lookalike1%-test,13.22559367,1468,1516,2.7044854881266,0.48902439,20.05,"Website Purchases",20.05,34,2,2,1,1,1,1,41,1,49,2.44389027,2018-11-25,2018-11-25
"US_indie1%_1101 - land2 - Copy 22",2018-11-14,23843018643170116,inactive,adset,,ERL2-shopify-1023-USbasicopy,12.18104496,1583,1646,3.9489671931956,0.30846154,20.05,"Website Purchases",10.025,60,3,3,2,2,2,2,65,2,98,4.88778055,2018-11-14,2018-11-14
"US_ERLpurchase1%_1029 - feature",2018-11-11,23843012050170116,inactive,adset,,ERL2-shopify-1029-Lookalike1%-test,21.92560175,877,914,3.2822757111597,0.668,20.04,"Website Purchases",10.02,27,3,3,3,3,1,1,30,2,98,4.89021956,2018-11-11,2018-11-11
"US_ERLpurchase1%_1111 - feature - Copy",2018-11-12,23843037514000116,inactive,adset,,ERL2-shopify-1029-Lookalike1%-test,17.53724803,1114,1141,2.7169149868536,0.64548387,20.01,"Website Purchases",20.01,28,3,3,3,3,1,1,31,1,49,2.44877561,2018-11-12,2018-11-12
"AU_sportEquip_1201 - ahaold",2018-12-02,23843067342020116,inactive,adset,,ERL2-shopify-1125-newTest,8.35141903,2309,2396,2.3372287145242,0.35732143,20.01,"Website Purchases",,47,3,3,3,3,,,56,,,,2018-12-02,2018-12-02
"SG_shopping_1019 - aha1110",2018-11-25,23842995495230116,active,adset,,ERL2-shopify-test-1019,8.60645161,2223,2325,2.3225806451613,0.37055556,20.01,"Website Purchases",20.01,44,7,7,5,5,,,54,1,49,2.44877561,2018-11-25,2018-11-25
"SG_shopping_1111 - aha1110 - Copy",2018-11-15,23843037512270116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,7.71604938,2484,2592,1.7746913580247,0.43478261,20,"Website Purchases",10,39,2,2,3,3,2,2,46,2,98,4.9,2018-11-15,2018-11-15
"SG_shopping_1019 - aha1110",2018-12-03,23842995495230116,active,adset,,ERL2-shopify-test-1019,5.64566262,3175,3539,1.4128284826222,0.3996,19.98,"Website Purchases",19.98,40,7,7,5,5,1,1,50,1,49,2.45245245,2018-12-03,2018-12-03
"EUgood_indie1%_1123 - aha1 - Copy1",2018-12-02,23843056676460116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,10.23041475,1906,1953,3.6354326676907,0.28140845,19.98,"Website Purchases",,58,4,4,2,2,,,71,,,,2018-12-02,2018-12-02
"EUgood_indie2%_1125 - aha1",2018-12-02,23843059358630116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,7.96251994,2441,2508,3.2296650717703,0.24654321,19.97,"Website Purchases",,73,1,1,,,,,81,,,,2018-12-02,2018-12-02
