"Ad Set Name",Day,"Ad Set ID","Delivery Status","Delivery Level","Relevance Score","Campaign Name","CPM (Cost per 1,000 Impressions)",Reach,Impressions,"CTR (Link Click-Through Rate)","CPC (Cost per Link Click)","Amount Spent (USD)","Result Type","Cost per Result","Landing Page Views","Adds to Cart","Website Adds to Cart","Checkouts Initiated","Website Checkouts Initiated","Adds of Payment Info","Website Adds of Payment Info","Link Clicks","Website Purchases","Website Purchases Conversion Value","Website Purchase ROAS (Return on Ad Spend)","Reporting Starts","Reporting Ends"
US_ERLpurchase3%_only_1129-aha,2018-11-29,23843065434730116,active,adset,,ERL2-shopify-1026-UStest,18.40136054,293,294,1.7006802721088,1.082,5.41,"Website Purchases",5.41,4,,,1,1,,,5,1,49,9.05730129,2018-11-29,2018-11-29
US_ERLvisitors30d_1129-earpic,2018-11-30,23843065437030116,active,adset,,ERL2-shopify-1129-retarget,34.37086093,142,151,3.3112582781457,1.038,5.19,"Website Purchases",5.19,6,,,1,1,1,1,5,1,49,9.44123314,2018-11-30,2018-11-30
US_ERLvisitors30d_1129-earpic,2018-12-02,23843065437030116,active,adset,,ERL2-shopify-1129-retarget,26.86170213,167,188,9.5744680851064,0.28055556,5.05,"Website Purchases",,16,,,,,,,18,,,,2018-12-02,2018-12-02
US_ERLvisitors30d_1129-earpic,2018-12-03,23843065437030116,active,adset,,ERL2-shopify-1129-retarget,21.6,198,225,9.7777777777778,0.22090909,4.86,"Website Purchases",4.86,17,,,1,1,1,1,22,1,49,10.08230453,2018-12-03,2018-12-03
US_ERLvisitors30d_1129-earpic,2018-12-01,23843065437030116,active,adset,,ERL2-shopify-1129-retarget,33.67647059,126,136,6.6176470588235,0.50888889,4.58,"Website Purchases",,8,1,1,1,1,,,9,,,,2018-12-01,2018-12-01
US_ERLvisitors30d_1129-earpic,2018-12-04,23843065437030116,active,adset,,ERL2-shopify-1129-retarget,25.79617834,142,157,5.7324840764331,0.45,4.05,"Website Purchases",,8,,,,,,,9,,,,2018-12-04,2018-12-04
"SG_sport_1129 - ahaold",2018-11-29,23843065456270116,inactive,adset,,ERL2-shopify-1125-newTest,4.77722772,795,808,1.2376237623762,0.386,3.86,"Website Purchases",,10,1,1,1,1,1,1,10,,,,2018-11-29,2018-11-29
SG_earlyadopter_1129-earpic,2018-11-29,23843065440660116,inactive,adset,,ERL2-shopify-1125-newTest,6.84306569,545,548,0.72992700729927,0.9375,3.75,"Website Purchases",,3,,,1,1,,,4,,,,2018-11-29,2018-11-29
SG_ERLadct30-1%_only_1129-aha,2018-11-29,23843065434350116,inactive,adset,,ERL2-shopify-1129-AddtoCart-Test,12.19269103,297,301,1.328903654485,0.9175,3.67,"Website Purchases",,4,,,,,,,4,,,,2018-11-29,2018-11-29
"SG_sportEquip_1129 - ahaold",2018-11-29,23843065498190116,active,adset,,ERL2-shopify-1125-newTest,7.00970874,512,515,1.3592233009709,0.51571429,3.61,"Website Purchases",3.61,6,2,2,1,1,1,1,7,1,49,13.5734072,2018-11-29,2018-11-29
US_ERLadct30-1%_1129-aha,2018-11-29,23843065433680116,active,adset,,ERL2-shopify-1129-AddtoCart-Test,17.40331492,181,181,5.524861878453,0.315,3.15,"Website Purchases",,7,,,,,,,10,,,,2018-11-29,2018-11-29
"SG_shopping_1113 - ahaold - schedule 4",2018-11-16,23843041189620116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,7.58530184,378,381,1.3123359580052,0.578,2.89,"Website Purchases",,5,,,,,,,5,,,,2018-11-16,2018-11-16
US_ERLadct30d-1%Noover_1203-aha,2018-12-03,23843070503560116,inactive,adset,,ERL2-shopify-1203-structure-US,15.96590909,175,176,3.4090909090909,0.46833333,2.81,"Website Purchases",,5,,,,,,,6,,,,2018-12-03,2018-12-03
EUgood_ERLvisitors30d_1203,2018-12-03,23843070488340116,active,adset,,ERL2-shopify-1129-retarget,10.68062827,181,191,3.1413612565445,0.34,2.04,"Website Purchases",,5,,,,,,,6,,,,2018-12-03,2018-12-03
SG_ERLvisitors30d_1203,2018-12-03,23843070490210116,active,adset,,ERL2-shopify-1129-retarget,10.20725389,183,193,2.5906735751295,0.394,1.97,"Website Purchases",,4,,,,,,,5,,,,2018-12-03,2018-12-03
"SG_shopping_1112 - aha1110 - Copy 2",2018-11-27,23843038817540116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,7.36641221,261,262,0.76335877862595,0.965,1.93,"Website Purchases",,2,1,1,,,,,2,,,,2018-11-27,2018-11-27
"EUgood_indie1%_1125 - aha1 - Copy 21",2018-11-27,23843059969100116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,9.67032967,182,182,1.0989010989011,0.88,1.76,"Website Purchases",,2,,,,,,,2,,,,2018-11-27,2018-11-27
EUgood_indie1%_only_1204-24-55,2018-12-04,23843071873490116,active,adset,,ERL2-shopify-1204-EUtest-cross2,8.64705882,169,170,2.3529411764706,0.3675,1.47,"Website Purchases",,3,,,,,,,4,,,,2018-12-04,2018-12-04
EUgood_ERLpurchase2%_only_1204-24-55,2018-12-04,23843071873500116,active,adset,,ERL2-shopify-1204-EUtest-cross2,11.45631068,103,103,0.97087378640777,1.18,1.18,"Website Purchases",,1,,,,,,,1,,,,2018-12-04,2018-12-04
SG_SportsXheadphones_1204-24-55,2018-12-04,23843071822920116,active,adset,,ERL2-shopify-1204-structure-SG,7.24137931,140,145,,,1.05,"Website Purchases",,,,,,,,,,,,,2018-12-04,2018-12-04
US_ERLvisitors30d_1129-earpic,2018-11-29,23843065437030116,active,adset,,ERL2-shopify-1129-retarget,32.5,32,32,3.125,1.04,1.04,"Website Purchases",,1,,,,,,,1,,,,2018-11-29,2018-11-29
"SG_shopping_1111 - aha1110 - Copy",2018-11-27,23843037512270116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,7.48148148,135,135,1.4814814814815,0.505,1.01,"Website Purchases",,2,,,,,,,2,,,,2018-11-27,2018-11-27
EUgood_adct30d2%_only_1204-24-55,2018-12-04,23843071894850116,active,adset,,ERL2-shopify-1204-EUtest-cross2,6.875,144,144,1.3888888888889,0.495,0.99,"Website Purchases",,2,,,,,,,2,,,,2018-12-04,2018-12-04
US_adct1%_only_1204-24-55,2018-12-04,23843071934700116,active,adset,,ERL2-shopify-1204-CrossEx-US,15.64516129,62,62,4.8387096774194,0.32333333,0.97,"Website Purchases",,3,,,,,,,3,,,,2018-12-04,2018-12-04
EUgood_topvisit1%_only_1204-24-55,2018-12-04,23843071895290116,active,adset,,ERL2-shopify-1204-EUtest-cross2,8.77358491,106,106,4.7169811320755,0.186,0.93,"Website Purchases",,4,,,,,,,5,,,,2018-12-04,2018-12-04
SG_AdoptersXheadphones_1204-24-55,2018-12-04,23843071820930116,active,adset,,ERL2-shopify-1204-structure-SG,6.82170543,128,129,1.5503875968992,0.44,0.88,"Website Purchases",,2,,,,,,,2,,,,2018-12-04,2018-12-04
SG_headphoneOnly_1204-24-55,2018-12-04,23843071809040116,active,adset,,ERL2-shopify-1204-structure-SG,6.55172414,114,116,,,0.76,"Website Purchases",,,,,,,,,,,,,2018-12-04,2018-12-04
SG_SporswearOnly_1204-24-55,2018-12-04,23843071812820116,active,adset,,ERL2-shopify-1204-structure-SG,6.56565657,99,99,,,0.65,"Website Purchases",,,,,,,,,,,,,2018-12-04,2018-12-04
"SG_ERLpurchase1%_1123 - ahaold - schedule",2018-11-27,23843057853130116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,8.75,56,56,,,0.49,"Website Purchases",,,,,,,,,,,,,2018-11-27,2018-11-27
SG_AdoptersXSports_1204-24-55,2018-12-04,23843071813880116,active,adset,,ERL2-shopify-1204-structure-SG,5.38461538,49,52,,,0.28,"Website Purchases",,,,,,,,,,,,,2018-12-04,2018-12-04
SG_AdoptersOnly_1204-24-55,2018-12-04,23843071813370116,active,adset,,ERL2-shopify-1204-structure-SG,5.41666667,48,48,4.1666666666667,0.13,0.26,"Website Purchases",,2,,,,,,,2,,,,2018-12-04,2018-12-04
"SG_earlyadopter_1127 - ahaold - Copy",2018-11-30,23843062733180116,inactive,adset,,ERL2-shopify-1125-newTest,23.33333333,9,9,,,0.21,"Website Purchases",,,,,,,,,,,,,2018-11-30,2018-11-30
"SG_sport_1129 - ahaold",2018-12-01,23843065456270116,inactive,adset,,ERL2-shopify-1125-newTest,4.22222222,43,45,,,0.19,"Website Purchases",,,,,,,,,,,,,2018-12-01,2018-12-01
US_ERLpurchase3%Noover_1203-aha,2018-12-04,23843070500090116,inactive,adset,,ERL2-shopify-1203-structure-US,28,5,5,,,0.14,"Website Purchases",,,,,,,,,,,,,2018-12-04,2018-12-04
US_indie1%_only_1204-24-55,2018-12-04,23843071933880116,active,adset,,ERL2-shopify-1204-CrossEx-US,12.72727273,11,11,,,0.14,"Website Purchases",,,,,,,,,,,,,2018-12-04,2018-12-04
"EUgood_indie1%only_1127 - aha1",2018-11-29,23843062696500116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,9.28571429,14,14,7.1428571428571,0.13,0.13,"Website Purchases",,1,,,,,,,1,,,,2018-11-29,2018-11-29
SG_ERLadct30-1%_only_1129-aha,2018-12-02,23843065434350116,inactive,adset,,ERL2-shopify-1129-AddtoCart-Test,9.23076923,13,13,,,0.12,"Website Purchases",,,,,,,,,,,,,2018-12-02,2018-12-02
"US_ERLpurchase1%_1111 - feature - Copy",2018-11-14,23843037514000116,inactive,adset,,ERL2-shopify-1029-Lookalike1%-test,20,4,4,,,0.08,"Website Purchases",,,,,,,,,,,,,2018-11-14,2018-11-14
ID_adopter_engaged_1128,2018-11-29,23843063926950116,inactive,adset,,ERL2-shopify-1029-SouthEastAsia-test,2.58064516,31,31,,,0.08,"Website Purchases",,,,,,,,,,,,,2018-11-29,2018-11-29
"UK_ERLpurchase1%_1112 - feature",2018-11-14,23843039109070116,inactive,adset,,ERL2-shopify-1029-Lookalike1%-test,4.375,16,16,,,0.07,"Website Purchases",,,,,,,,,,,,,2018-11-14,2018-11-14
"SG_shopping_1128 - ahaold-gif",2018-11-30,23843063811640116,inactive,adset,,ERL2-shopify-1125-newTest,17.5,4,4,,,0.07,"Website Purchases",,,,,,,,,,,,,2018-11-30,2018-11-30
"EUgood_indie1%_1127 - aha1 - Copy 21",2018-11-29,23843062694710116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,10,5,5,,,0.05,"Website Purchases",,,,,,,,,,,,,2018-11-29,2018-11-29
US_ERLpurchase3%_only_1204-24-55,2018-12-04,23843071930510116,active,adset,,ERL2-shopify-1204-CrossEx-US,12.5,4,4,,,0.05,"Website Purchases",,,,,,,,,,,,,2018-12-04,2018-12-04
"SG_shopping_1112 - aha1110-INS",2018-11-14,23843039159140116,inactive,adset,,ERL2-shopify-test-1019,3.63636364,11,11,,,0.04,"Website Purchases",,,,,,,,,,,,,2018-11-14,2018-11-14
"US_sportEquip_1201 - ahaold-newpic",2018-12-02,23843067857640116,inactive,adset,,ERL2-shopify-1201-sportEquitTest,30,1,1,,,0.03,"Website Purchases",,,,,,,,,,,,,2018-12-02,2018-12-02
"EUgood_indie1%_1127 - aha1 - Copy 21",2018-11-29,23843062694660116,inactive,adset,,ERL2-shopify-1123-EUbasicopy,4.28571429,7,7,,,0.03,"Website Purchases",,,,,,,,,,,,,2018-11-29,2018-11-29
"MX_ERLpurchase1%_1112 - feature",2018-11-14,23843039112620116,inactive,adset,,ERL2-shopify-1029-Lookalike1%-test,0.90909091,33,33,,,0.03,"Website Purchases",,,,,,,,,,,,,2018-11-14,2018-11-14
"SG_engaged_1112 - aha1110",2018-11-14,23843039158860116,inactive,adset,,ERL2-shopify-test-1019,2.5,8,8,,,0.02,"Website Purchases",,,,,,,,,,,,,2018-11-14,2018-11-14
ID_adopter_engaged_1128-earpic,2018-11-29,23843063371980116,inactive,adset,,ERL2-shopify-1029-SouthEastAsia-test,0.625,32,32,6.25,0.01,0.02,"Website Purchases",,,,,,,,,2,,,,2018-11-29,2018-11-29
"ID_ERLpurchase1%_engaged_1128 - feature",2018-11-29,23843063743690116,inactive,adset,,ERL2-shopify-1029-SouthEastAsia-test,1.05263158,19,19,,,0.02,"Website Purchases",,,,,,,,,,,,,2018-11-29,2018-11-29
US_ERLpurchase3%Noover_1203-aha,2018-12-03,23843070500090116,inactive,adset,,ERL2-shopify-1203-structure-US,10,2,2,,,0.02,"Website Purchases",,,,,,,,,,,,,2018-12-03,2018-12-03
"EUgood_headphone&brands_1130 - aha1",2018-12-02,23843066311820116,inactive,adset,,ERL2-shopify-1130-EUtest,3.33333333,3,3,,,0.01,"Website Purchases",,,,,,,,,,,,,2018-12-02,2018-12-02
"KR_indiegogo1%_1126 - aha",2018-11-27,23843060333630116,inactive,adset,,ERL2-shopify-test-1019,5,2,2,50,0.01,0.01,"Website Purchases",,1,,,,,,,1,,,,2018-11-27,2018-11-27
"SG_shopping_1112 - aha1110 - Copy 2",2018-11-18,23843038817540116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,0,6,6,,,0,"Website Purchases",,,,,,,,,,,,,2018-11-18,2018-11-18
"SG_shopping_1111 - aha1110 - Copy",2018-11-18,23843037512240116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,0,4,4,,,0,"Website Purchases",,,,,,,,,,,,,2018-11-18,2018-11-18
"SG_shopping_1113 - ahaold - Copy 4",2018-11-18,23843041171310116,not_delivering,adset,,ERL2-shopify-1111-SGbasiccopy,0,4,4,,,0,"Website Purchases",,,,,,,,,,,,,2018-11-18,2018-11-18
US_ERLpurchase2%_1113-ahaold,2018-11-18,23843041211550116,inactive,adset,,ERL2-shopify-1113-Lookalike2%-test,0,1,1,,,0,"Website Purchases",,,,,,,,,,,,,2018-11-18,2018-11-18
"SG_shopping_1113 - ahaold - Copy 3",2018-11-18,23843041171340116,not_delivering,adset,,ERL2-shopify-1111-SGbasiccopy,0,2,2,,,0,"Website Purchases",,,,,,,,,,,,,2018-11-18,2018-11-18
"SG_shopping_1111 - aha1110 - Copy",2018-11-18,23843037512270116,inactive,adset,,ERL2-shopify-1111-SGbasiccopy,0,3,3,,,0,"Website Purchases",,,,,,,,,,,,,2018-11-18,2018-11-18
