"Reporting Starts","Reporting Ends","Ad Set Name","Ad Set ID",Impressions,"CPM (Cost per 1,000 Impressions) (USD)","CTR (Link Click-Through Rate)","CPC (Cost per Link Click) (USD)","Link Clicks","Landing Page Views",Budget,"Budget Type","Amount Spent (USD)","Website Purchases","Cost per Purchase (USD)","Website Purchase ROAS (Return on Ad Spend)","Website Purchases Conversion Value"
2018-02-25,2018-02-25,otherEU_ERLPurchase5%_0219,23842826185810347,5813,6.99982797,1.2214003096508,0.57309859,71,54,40,Daily,40.69,1,40.69,1.20422708,49
2018-02-25,2018-02-25,"IL_IDKS_0130 - L&H2",23842813843390347,2969,5.1397777,1.2462108454025,0.41243243,37,30,30,Daily,15.26,1,15.26,3.21100917,49
2018-02-25,2018-02-25,"Asia_IDKS_0130 - android",23842825866210347,9522,5.84436043,1.0186935517748,0.57371134,97,70,55,Daily,55.65,2,27.825,1.76100629,98
2018-02-25,2018-02-25,"IL_engaged_0130 - Copy",23842820650370347,8304,6.0922447,1.3607899807322,0.44769912,113,96,50,Daily,50.59,1,50.59,0.96857086,49
2018-02-25,2018-02-25,"UAE_IDKS_0130 - Copy",23842825866530347,2020,6.11881188,1.1881188118812,0.515,24,23,30,Daily,12.36,,,,
2018-02-24,2018-02-24,"MY_OldPurchase_0219  2",23842826185900347,183,4.53551913,0.54644808743169,0.83,1,1,40,Daily,0.83,,,,
2018-02-24,2018-02-24,"US_ERLPurchase_0219  3",23842826185920347,3100,13.42258065,1.8064516129032,0.74303571,56,57,40,Daily,41.61,,,,
2018-02-24,2018-02-24,RU_onlineshopping_0130,23842812194880347,10909,3.16894307,1.4666788889907,0.2160625,160,132,30,Daily,34.57,,,,
2018-02-24,2018-02-24,"otherEU2_ERLPurchase5%_0120 - Copy 2",23842826487100347,8178,3.78332111,1.5284910736121,0.24752,125,93,30,Daily,30.94,,,,
2018-02-24,2018-02-24,otherEU_ERLPurchase5%_0219,23842826185810347,6079,7.66079947,1.2666556999506,0.60480519,77,62,40,Daily,46.57,1,46.57,1.05217951,49
2018-02-24,2018-02-24,"Israel_IDKS_0130 - Copy",23842825866470347,8,17.5,12.5,0.14,1,1,30,Daily,0.14,,,,
2018-02-24,2018-02-24,"MY_OldPurchase_0102 - Copy",23842788043900347,8071,4.32536241,0.70623218931979,0.61245614,57,43,30,Daily,34.91,,,,
2018-02-24,2018-02-24,"otherEU2_ERLPurchase5%_0120 - Copy",23842805195060347,13009,4.36005842,1.2452917211162,0.35012346,162,133,55,Daily,56.72,,,,
2018-02-24,2018-02-24,"US_OldPurchase_0102 - Copy",23842782883730347,2103,14.40798859,1.9971469329529,0.72142857,42,35,30,Daily,30.3,1,30.3,1.61716172,49
2018-02-24,2018-02-24,"IL_engaged_0130 - Copy",23842820650370347,7955,7.34129478,1.3324952859837,0.5509434,106,90,50,Daily,58.4,4,14.6,3.6130137,211
2018-02-24,2018-02-24,"Asia_IDKS_0130 - android",23842825866210347,9420,5.63057325,1.0828025477707,0.52,102,66,55,Daily,53.04,1,53.04,0.92383107,49
2018-02-24,2018-02-24,"IL_IDKS_0130 - L&H2",23842813843390347,6013,5.79411276,1.064360552137,0.544375,64,53,30,Daily,34.84,,,,
2018-02-24,2018-02-24,"UAE_IDKS_0130 - Copy",23842825866530347,5809,6.00619728,1.1533826820451,0.52074627,67,62,30,Daily,34.89,,,,
2018-02-23,2018-02-23,"US_ERLPurchase_0219  3",23842826185920347,3028,13.00198151,1.3540290620872,0.9602439,41,32,40,Daily,39.37,1,39.37,1.24460249,49
2018-02-23,2018-02-23,RU_onlineshopping_0130,23842812194880347,12194,2.84812203,1.2547154338199,0.22699346,153,131,30,Daily,34.73,1,34.73,1.41088396,49
2018-02-23,2018-02-23,"MY_OldPurchase_0219  2",23842826185900347,12835,3.63537203,0.70899883132061,0.51274725,91,64,40,Daily,46.66,,,,
2018-02-23,2018-02-23,"otherEU2_ERLPurchase5%_0120 - Copy 2",23842826487100347,6733,4.28635081,1.0842120897074,0.39534247,73,60,30,Daily,28.86,,,,
2018-02-23,2018-02-23,otherEU_ERLPurchase5%_0219,23842826185810347,5813,8.03543781,1.0493720970239,0.7657377,61,52,40,Daily,46.71,6,7.785,8.00685078,374
2018-02-23,2018-02-23,"IL_engaged_0130 - Copy",23842820650370347,8691,6.71154067,1.1045909561615,0.60760417,96,79,50,Daily,58.33,2,29.165,1.68009601,98
2018-02-23,2018-02-23,"MY_OldPurchase_0102 - Copy",23842788043900347,9434,3.70892516,0.5935976256095,0.62482143,56,46,30,Daily,34.99,,,,
2018-02-23,2018-02-23,"otherEU2_ERLPurchase5%_0120 - Copy",23842805195060347,14984,3.56713828,0.93432995194875,0.38178571,140,115,55,Daily,53.45,2,26.725,3.33021515,178
2018-02-23,2018-02-23,"US_OldPurchase_0102 - Copy",23842782883730347,2269,13.22168356,2.0273248126928,0.65217391,46,41,30,Daily,30,3,10,4.9,147
2018-02-23,2018-02-23,"Asia_IDKS_0130 - android",23842825866210347,9542,5.59316705,0.98511842381052,0.56776596,94,74,55,Daily,53.37,1,53.37,0.91811879,49
2018-02-23,2018-02-23,"Israel_IDKS_0130 - Copy",23842825866470347,5,0,,,,,30,Daily,0,,,,
2018-02-23,2018-02-23,"UAE_IDKS_0130 - Copy",23842825866530347,6419,5.42607883,1.0437762891416,0.51985075,67,53,30,Daily,34.83,,,,
2018-02-23,2018-02-23,"IL_IDKS_0130 - L&H2",23842813843390347,543,5.94843462,0.5524861878453,1.07666667,3,2,30,Daily,3.23,,,,
2018-02-22,2018-02-22,Latin_onlineshopping_0219,23842826185870347,22560,1.41755319,0.90425531914894,0.15676471,204,134,40,Daily,31.98,,,,
2018-02-22,2018-02-22,"US_ERLPurchase_0219  3",23842826185920347,3508,11.59920182,1.7673888255416,0.65629032,62,56,40,Daily,40.69,1,40.69,1.20422708,49
2018-02-22,2018-02-22,RU_onlineshopping_0130,23842812194880347,9862,3.52666802,1.0545528290408,0.33442308,104,83,30,Daily,34.78,,,,
2018-02-22,2018-02-22,"Surveyemail_TH_0216 - eastasia3%",23842825866450347,13945,2.17640731,0.32986733596271,0.65978261,46,29,40,Daily,30.35,,,,
2018-02-22,2018-02-22,"otherEU2_ERLPurchase5%_0120 - Copy 2",23842826487100347,6138,4.98207885,0.89605734767025,0.556,55,43,30,Daily,30.58,2,15.29,3.20470896,98
2018-02-22,2018-02-22,otherEU_ERLPurchase5%_0219,23842826185810347,6369,7.2507458,1.0519704820223,0.68925373,67,51,40,Daily,46.18,1,46.18,1.0610654,49
2018-02-22,2018-02-22,"UAE_IDKS_0130 - Copy",23842825866530347,33,1.51515152,,,,,30,Daily,0.05,,,,
2018-02-22,2018-02-22,"ID_Allbackers_0102 - Copy 2",23842826487190347,9567,1.28880527,0.5121772760531,0.25163265,49,27,30,Daily,12.33,,,,
2018-02-22,2018-02-22,"MY_OldPurchase_0102 - Copy",23842788043900347,9074,3.89133789,0.66122988759092,0.5885,60,36,30,Daily,35.31,,,,
2018-02-22,2018-02-22,"otherEU2_ERLPurchase5%_0120 - Copy",23842805195060347,16039,3.48650165,1.2344909283621,0.28242424,198,163,55,Daily,55.92,5,11.184,4.38125894,245
2018-02-22,2018-02-22,"US_OldPurchase_0102 - Copy",23842782883730347,2217,13.27469553,1.894451962111,0.70071429,42,36,30,Daily,29.43,1,29.43,1.66496772,49
2018-02-22,2018-02-22,"IL_IDKS_0130 - L&H2",23842813843390347,7,2.85714286,,,,,30,Daily,0.02,,,,
2018-02-22,2018-02-22,"MY_OldPurchase_0219  2",23842826185900347,11901,3.77615326,0.72262835055878,0.52255814,86,53,40,Daily,44.94,1,44.94,1.09034268,49
2018-02-22,2018-02-22,"Asia_IDKS_0130 - android",23842825866210347,7287,7.32400165,1.3585837793331,0.53909091,99,69,55,Daily,53.37,1,53.37,0.91811879,49
2018-02-22,2018-02-22,"Israel_IDKS_0130 - Copy",23842825866470347,19,2.63157895,,,,,30,Daily,0.05,,,,
2018-02-22,2018-02-22,"IL_engaged_0130 - Copy",23842820650370347,8671,6.16768539,0.7496251874063,0.82276923,65,52,50,Daily,53.48,,,,
2018-02-22,2018-02-22,Macau_headphone_0210,23842825866220347,5916,3.01048005,0.67613252197431,0.44525,40,30,40,Daily,17.81,1,17.81,2.75126334,49
2018-02-21,2018-02-21,"US_ERLPurchase_0219  3",23842826185920347,3458,11.80451128,2.1688837478311,0.54426667,75,69,40,Daily,40.82,1,40.82,1.20039196,49
2018-02-21,2018-02-21,RU_onlineshopping_0130,23842812194880347,10630,3.26999059,0.79962370649106,0.40894118,85,70,30,Daily,34.76,1,34.76,1.84119678,64
2018-02-21,2018-02-21,"ID_Allbackers_0102 - Copy 2",23842826487200347,15847,1.5599167,0.53637912538651,0.29082353,85,44,30,Daily,24.72,,,,
2018-02-21,2018-02-21,"otherEU2_ERLPurchase5%_0120 - Copy 2",23842826487090347,5345,4.15528531,0.97287184284378,0.42711538,52,41,30,Daily,22.21,1,22.21,2.20621342,49
2018-02-21,2018-02-21,"otherEU_Allbackers_0219  2",23842826185880347,5274,7.63177854,0.66363291619264,1.15,35,27,40,Daily,40.25,,,,
2018-02-21,2018-02-21,"ERLclicks_TH_0216 - eastasia1%",23842825866440347,17347,1.73920563,0.22482273591976,0.77358974,39,21,40,Daily,30.17,,,,
2018-02-21,2018-02-21,Macau_headphone_0210,23842825866220347,8726,2.45129498,0.27504011001604,0.89125,24,15,40,Daily,21.39,1,21.39,2.29079009,49
2018-02-21,2018-02-21,OldADCT_AsiaExJp_0217_asia2%,23842825865920347,7018,4.03818752,0.48446850954688,0.83352941,34,29,40,Daily,28.34,,,,
2018-02-21,2018-02-21,"ID_Allbackers_0102 - Copy 2",23842826487220347,14534,1.39947709,0.72244392459062,0.19371429,105,49,30,Daily,20.34,,,,
2018-02-21,2018-02-21,"otherEU2_ERLPurchase5%_0120 - Copy",23842805195060347,16360,3.44865526,1.0024449877751,0.34402439,164,126,55,Daily,56.42,1,56.42,1.13434952,64
2018-02-21,2018-02-21,"otherEU_Allbackers_0219  2 - Copy",23842826487140347,3787,8.25983628,0.7921837866385,1.04266667,30,25,30,Daily,31.28,1,31.28,1.56649616,49
2018-02-21,2018-02-21,"Surveyemail_MY_0216 - eastasia2%",23842825866140347,11546,2.35319591,0.27715226052312,0.8490625,32,23,40,Daily,27.17,,,,
2018-02-21,2018-02-21,"IL_engaged_0130 - Copy",23842820650370347,9063,6.35992497,0.90477766743904,0.70292683,82,72,50,Daily,57.64,1,57.64,1.11034004,64
2018-02-21,2018-02-21,"RU_onlineshopping_0130 - Copy",23842826487170347,5255,4.14272122,0.68506184586108,0.60472222,36,29,30,Daily,21.77,,,,
2018-02-21,2018-02-21,"otherEU2_ERLPurchase5%_0120 - Copy 2",23842826487070347,5607,3.94685215,0.87390761548065,0.45163265,49,43,30,Daily,22.13,,,,
2018-02-21,2018-02-21,otherEU_ERLPurchase5%_0126,23842808718300347,4713,5.30447698,1.1245491194568,0.47169811,53,45,30,Daily,25,,,,
2018-02-21,2018-02-21,"MY_OldPurchase_0102 - Copy",23842788043900347,2,0,,,,,30,Daily,0,,,,
2018-02-21,2018-02-21,"IL_IDKS_0130 - L&H2",23842813843390347,7,4.28571429,,,,,30,Daily,0.03,,,,
2018-02-21,2018-02-21,"Asia_IDKS_0130 - android - Copy",23842826487150347,2538,7.22222222,0.63041765169425,1.145625,16,10,30,Daily,18.33,,,,
2018-02-21,2018-02-21,"otherEU2_ERLPurchase5%_0120 - Copy 2",23842826487100347,7637,4.09584916,1.0213434594736,0.40102564,78,61,30,Daily,31.28,2,15.64,3.61253197,113
2018-02-21,2018-02-21,"otherEU_Allbackers_0219  2 - Copy",23842826487130347,2882,7.85565579,0.72866065232477,1.07809524,21,19,30,Daily,22.64,,,,
2018-02-21,2018-02-21,"ERLADCT_TH_0217 - asia1% - android",23842825866560347,11727,2.81146073,0.63102242687814,0.44554054,74,40,40,Daily,32.97,,,,
2018-02-21,2018-02-21,Israel_IDKS_0216,23842825866390347,5755,7.96350999,0.60816681146829,1.30942857,35,24,40,Daily,45.83,,,,
2018-02-21,2018-02-21,"Asia_IDKS_0130 - android - Copy",23842826487080347,2976,6.19623656,0.80645161290323,0.76833333,24,17,30,Daily,18.44,,,,
2018-02-21,2018-02-21,"otherEU_Allbackers_0219  2 - Copy",23842826487160347,2987,7.72012052,0.33478406427854,2.306,10,9,30,Daily,23.06,,,,
2018-02-21,2018-02-21,"MY_OldPurchase_0219  2",23842826185900347,12,0,,,,,40,Daily,0,,,,
2018-02-21,2018-02-21,"UAE_IDKS_0130 - Copy",23842825866530347,12,2.5,,,,,30,Daily,0.03,,,,
2018-02-21,2018-02-21,"RU_onlineshopping_0130 - Copy",23842826487210347,5332,4.09789947,0.84396099024756,0.48555556,45,39,30,Daily,21.85,,,,
2018-02-21,2018-02-21,"Surveyemail_TH_0216 - eastasia3%",23842825866450347,28761,1.6174681,0.23643127846737,0.68411765,68,32,40,Daily,46.52,,,,
2018-02-21,2018-02-21,"Asia_IDKS_0130 - android",23842825866210347,8313,6.59569349,0.68567304222302,0.96192982,57,32,55,Daily,54.83,,,,
2018-02-21,2018-02-21,"ID_Allbackers_0102 - Copy 2",23842826487190347,3100,1.39677419,0.51612903225806,0.270625,16,9,30,Daily,4.33,,,,
2018-02-21,2018-02-21,"Surveyemail_TH_0216 - eastasia2%",23842825866460347,9118,1.68348322,0.16450976091248,1.02333333,15,10,40,Daily,15.35,,,,
2018-02-21,2018-02-21,Latin_onlineshopping_0219,23842826185870347,29528,1.38241669,1.1006502302899,0.1256,325,209,40,Daily,40.82,1,40.82,1.20039196,49
2018-02-21,2018-02-21,"Surveyemail_TH_0216 - eastasia1%",23842825866430347,17713,1.89352453,0.16936713148535,1.118,30,17,40,Daily,33.54,,,,
2018-02-21,2018-02-21,"Asia_IDKS_0130 - android - Copy",23842826487120347,2263,8.17498895,0.61864781263809,1.32142857,14,11,30,Daily,18.5,,,,
2018-02-21,2018-02-21,"ERLADCT_MY_0217 - asia1%",23842825866020347,15398,3.0419535,0.42862709442785,0.70969697,66,29,40,Daily,46.84,,,,
2018-02-21,2018-02-21,"RU_onlineshopping_0130 - Copy",23842826487180347,5134,4.20335021,0.62329567588625,0.674375,32,25,30,Daily,21.58,,,,
2018-02-21,2018-02-21,"MY_OldPurchase_0219  2",23842826185950347,12884,3.56721515,0.38031667184104,0.93795918,49,31,40,Daily,45.96,1,45.96,1.06614447,49
2018-02-20,2018-02-20,US_ERLPurchase_0219,23842826185780347,3409,11.94191845,1.1733646230566,1.01775,40,36,40,Daily,40.71,1,40.71,1.20363547,49
2018-02-20,2018-02-20,"otherEU2_OldPurchase_0102 - Copy",23842788042670347,46,4.13043478,,,,,30,Daily,0.19,,,,
2018-02-20,2018-02-20,"US_ERLPurchase_0219  3",23842826185920347,3355,12.5514158,1.2816691505216,0.97930233,43,39,40,Daily,42.11,3,14.03666667,3.49085728,147
2018-02-20,2018-02-20,AU_onlineshopping_0130,23842811425550347,2226,6.45103324,0.80862533692722,0.79777778,18,16,60,Daily,14.36,,,,
2018-02-20,2018-02-20,otherEU2_OldPurchase_0219,23842826185820347,5048,4.20760697,1.1291600633914,0.37263158,57,44,40,Daily,21.24,2,10.62,4.61393597,98
2018-02-20,2018-02-20,"otherEU_Allbackers_0219  2",23842826185880347,7667,5.04238946,0.66518847006652,0.75803922,51,40,40,Daily,38.66,1,38.66,1.26745991,49
2018-02-20,2018-02-20,Macau_headphone_0210,23842825866220347,2693,2.06832529,0.14853323431118,1.3925,4,3,40,Daily,5.57,,,,
2018-02-20,2018-02-20,"RU_onlineshopping_0130 - Copy",23842826487180347,6955,2.57225018,0.40258806613947,0.63892857,28,21,30,Daily,17.89,,,,
2018-02-20,2018-02-20,"MY_OldPurchase_0219  2",23842826185950347,273,1.39194139,1.0989010989011,0.12666667,3,,40,Daily,0.38,,,,
2018-02-20,2018-02-20,"US_ERLPurchase_0219  2",23842826185850347,1682,13.41260404,1.0107015457788,1.32705882,17,15,40,Daily,22.56,,,,
2018-02-20,2018-02-20,Surveryemail_PH_20171229,23842825865730347,263,1.71102662,,,,,30,Daily,0.45,,,,
2018-02-20,2018-02-20,"US_OldPurchase_0219  5",23842826185970347,3785,10.8005284,1.0568031704095,1.022,40,36,40,Daily,40.88,1,40.88,1.19863014,49
2018-02-20,2018-02-20,OldADCT_AsiaExJp_0217_asia2%,23842825865920347,5537,7.09228824,0.66823189452772,1.06135135,37,30,40,Daily,39.27,2,19.635,2.49554367,98
2018-02-20,2018-02-20,otherEU2_ERLPurchase5%_0120,23842803198800347,523,2.791587,0.95602294455067,0.292,5,3,30,Daily,1.46,,,,
2018-02-20,2018-02-20,"US_OldPurchase_0102 - Copy",23842782883730347,167,16.46706587,1.7964071856287,0.91666667,3,3,30,Daily,2.75,1,2.75,17.81818182,49
2018-02-20,2018-02-20,"IL_IDKS_0130 - L&H2",23842813843390347,5,4,,,,,30,Daily,0.02,,,,
2018-02-20,2018-02-20,"otherEU_Allbackers_0102 - Copy",23842788043860347,61,4.09836066,3.2786885245902,0.125,2,2,30,Daily,0.25,,,,
2018-02-20,2018-02-20,"Surveyemail_MY_0216 - eastasia2%",23842825866140347,41,0.73170732,,,,,40,Daily,0.03,,,,
2018-02-20,2018-02-20,"US_OldPurchase_0102 - Copy 4",23842805195020347,194,17.62886598,2.5773195876289,0.684,5,6,60,Daily,3.42,,,,
2018-02-20,2018-02-20,otherEU2_OldPurchase_0102,23842782056310347,241,8.09128631,1.6597510373444,0.4875,4,3,30,Daily,1.95,,,,
2018-02-20,2018-02-20,"ERLADCT_AsiaExJp_0217 -asia2%",23842825865810347,8192,4.28710938,0.244140625,1.756,20,17,40,Daily,35.12,,,,
2018-02-20,2018-02-20,"otherEU2_ERLPurchase5%_0120 - Copy 2",23842826487100347,4185,3.93787336,0.9557945041816,0.412,40,34,30,Daily,16.48,,,,
2018-02-20,2018-02-20,"otherEU_ERLPurchase5%_0126 - Copy",23842814694790347,133,7.44360902,0.75187969924812,0.99,1,1,30,Daily,0.99,,,,
2018-02-20,2018-02-20,US_engaged_0126,23842825866240347,2772,7.98701299,1.6955266955267,0.47106383,47,45,40,Daily,22.14,,,,
2018-02-20,2018-02-20,"otherEU_Allbackers_0102 - Copy",23842804192060347,24,4.16666667,,,,,30,Daily,0.1,,,,
2018-02-20,2018-02-20,"Surveyemail_TH_0216 - eastasia2%",23842825866460347,650,1.06153846,,,,,40,Daily,0.69,,,,
2018-02-20,2018-02-20,"US_OldPurchase_0219  2",23842826185790347,1757,12.95389869,0.91064314171884,1.4225,16,15,40,Daily,22.76,,,,
2018-02-20,2018-02-20,IT_LocalSurvey4%_0123-0313exclude,23842806347430347,5106,3.44300823,0.60712886799843,0.56709677,31,25,80,Daily,17.58,,,,
2018-02-20,2018-02-20,"Surveryemail_EU_20171228_002 - Copy",23842825865740347,4458,6.1529834,1.0767160161507,0.57145833,48,43,50,Daily,27.43,,,,
2018-02-20,2018-02-20,"MY_OldPurchase_0102 - Copy",23842788042610347,11519,2.6903377,0.51219723934369,0.52525424,59,38,30,Daily,30.99,,,,
2018-02-20,2018-02-20,"US_ERLPurchase_0102 - Copy",23842788043920347,58,13.44827586,1.7241379310345,0.78,1,1,30,Daily,0.78,,,,
2018-02-20,2018-02-20,"Israel_IDKS_0130 - Copy",23842825866470347,1,0,,,,,30,Daily,0,,,,
2018-02-20,2018-02-20,"ID_ERLPurchase4%_0126 - Copy",23842811286000347,99,2.12121212,,,,,30,Daily,0.21,,,,
2018-02-20,2018-02-20,"Surveyemail_TH_0216 - eastasia3%",23842825866450347,10527,1.38121022,0.11399259048162,1.21166667,12,4,40,Daily,14.54,2,7.27,6.74002751,98
2018-02-20,2018-02-20,"US_OldPurchase_0102 - Copy 3",23842806084030347,227,15.02202643,0.88105726872247,1.705,2,3,60,Daily,3.41,,,,
2018-02-20,2018-02-20,otherEU2_OldPurchase2%_0109,23842791388410347,226,3.76106195,0.88495575221239,0.425,2,1,30,Daily,0.85,,,,
2018-02-20,2018-02-20,EU_OldAddtocart_0216heijian,23842825866030347,34,5.58823529,,,,,30,Daily,0.19,,,,
2018-02-20,2018-02-20,"otherEU2_ERLPurchase5%_0120 - Copy 2",23842826487090347,3874,4.29013939,0.98089829633454,0.43736842,38,32,30,Daily,16.62,,,,
2018-02-20,2018-02-20,FR_Surveyemail_0219,23842826185770347,3440,6.31104651,0.78488372093023,0.80407407,27,16,40,Daily,21.71,,,,
2018-02-20,2018-02-20,Latin_engaged_0127,23842825866330347,51,1.17647059,,,,,30,Daily,0.06,,,,
2018-02-20,2018-02-20,Latin_onlineshopping_0219,23842826185870347,40742,1.00117815,0.94251632222277,0.10622396,384,224,40,Daily,40.79,1,40.79,1.20127482,49
2018-02-20,2018-02-20,TH_ERLPurchase2%_0126,23842808793510347,4492,2.34194123,0.55654496883348,0.4208,25,16,30,Daily,10.52,,,,
2018-02-20,2018-02-20,"US_ERLPurchase_0102 - Copy 2",23842791111850347,25,7.2,4,0.18,1,1,30,Daily,0.18,,,,
2018-02-20,2018-02-20,otherEU2_ERLPurchase_0102,23842782056320347,84,3.21428571,1.1904761904762,0.27,1,,30,Daily,0.27,,,,
2018-02-20,2018-02-20,RU_onlineshopping_0130,23842812194880347,18698,1.80072735,0.85035832709381,0.21176101,159,135,30,Daily,33.67,2,16.835,2.91060291,98
2018-02-20,2018-02-20,"otherEU2_ERLPurchase5%_0120 - Copy 2",23842826487070347,4216,3.91603416,0.97248576850095,0.40268293,41,30,30,Daily,16.51,,,,
2018-02-20,2018-02-20,otherEU_ERLPurchase5%_0219,23842826185810347,4389,5.06949191,0.72909546593757,0.6953125,32,27,40,Daily,22.25,1,22.25,2.20224719,49
2018-02-20,2018-02-20,ZA_engaged_0130_L&H,23842812915880347,7730,4.31306598,1.1384217335058,0.37886364,88,61,30,Daily,33.34,,,,
2018-02-20,2018-02-20,"Asia_IDKS_0130 - android - Copy",23842826487120347,3596,5.90378198,0.69521690767519,0.8492,25,10,30,Daily,21.23,,,,
2018-02-20,2018-02-20,"ERLclicks_TH_0216 - eastasia1%",23842825866440347,23456,1.3433663,0.1918485675307,0.70022222,45,28,40,Daily,31.51,1,31.51,1.55506189,49
2018-02-20,2018-02-20,"US_Allbackers_0102 - Copy",23842804192010347,73,8.08219178,,,,,30,Daily,0.59,,,,
2018-02-20,2018-02-20,US_ERLPageClicks2%_shop_18-24,23842825866660347,1301,11.0914681,1.076095311299,1.03071429,14,11,30,Daily,14.43,,,,
2018-02-20,2018-02-20,"otherEU2_ERLPurchase5%_0120 - Copy",23842805195060347,17132,2.88641139,1.0915246322671,0.2644385,187,138,55,Daily,49.45,6,8.24166667,7.86653185,389
2018-02-20,2018-02-20,"otherEU_Allbackers_0219  2 - Copy",23842826487130347,2564,6.24414977,0.58502340093604,1.06733333,15,12,30,Daily,16.01,,,,
2018-02-20,2018-02-20,"UAE_IDKS_0130 - Copy",23842825866530347,10,1,,,,,30,Daily,0.01,,,,
2018-02-20,2018-02-20,ID_ERLPurchase_0102,23842782057850347,17902,1.76460731,0.67590213383979,0.26107438,121,66,30,Daily,31.59,,,,
2018-02-20,2018-02-20,MY_LocalAllBackers1%_0124,23842807132530347,329,3.95136778,0.91185410334347,0.43333333,3,2,30,Daily,1.3,,,,
2018-02-20,2018-02-20,"US_ERLPurchase_0219  2",23842826185890347,1885,11.79840849,1.1140583554377,1.05904762,21,19,40,Daily,22.24,,,,
2018-02-20,2018-02-20,Bigaudience_Asia_Sound+KS_20180101_006,23842825865720347,1906,5.60335782,0.94438614900315,0.59333333,18,16,30,Daily,10.68,,,,
2018-02-20,2018-02-20,otherEU2_ERLPurchase_0219,23842826185800347,6106,3.24434982,1.310186701605,0.247625,80,60,40,Daily,19.81,,,,
2018-02-20,2018-02-20,otherEU_ERLPurchase2%_0126,23842808793490347,64,6.40625,3.125,0.205,2,1,30,Daily,0.41,,,,
2018-02-20,2018-02-20,Israel_IDKS_0216,23842825866390347,28,1.78571429,,,,,40,Daily,0.05,,,,
2018-02-20,2018-02-20,"RU_onlineshopping_0130 - Copy",23842826487170347,7062,2.49221184,0.5380911922968,0.46315789,38,25,30,Daily,17.6,,,,
2018-02-20,2018-02-20,TH_ERLPurchase_0102,23842782056720347,9076,3.4971353,0.4186866460996,0.83526316,38,24,30,Daily,31.74,,,,
2018-02-20,2018-02-20,"US_OldPurchase_0102 - Copy 2",23842800934170347,211,15.59241706,1.8957345971564,0.8225,4,4,60,Daily,3.29,,,,
2018-02-20,2018-02-20,Latin_onlineshopping_0130,23842811422970347,509,1.43418468,0.39292730844794,0.365,2,1,30,Daily,0.73,,,,
2018-02-20,2018-02-20,otherEU2_LocalAllBackers1%_0124,23842807132540347,3566,5.21031969,0.81323611890073,0.64068966,29,25,30,Daily,18.58,,,,
2018-02-20,2018-02-20,"US_ERLPurchase_0102 - Copy",23842782883750347,61,12.95081967,,,,,30,Daily,0.79,,,,
2018-02-20,2018-02-20,"TW_onlineshopping__0130- L&H2 - hei",23842813827030347,3052,3.70576671,1.9986893840105,0.18540984,61,46,30,Daily,11.31,,,,
2018-02-20,2018-02-20,"ID_Allbackers_0102 - Copy",23842814694840347,30107,1.0605507,0.64768990600193,0.16374359,195,98,30,Daily,31.93,,,,
2018-02-20,2018-02-20,"ERLADCT_TH_0217 - asia1%",23842825866680347,6308,1.89759036,0.285351934052,0.665,18,10,40,Daily,11.97,,,,
2018-02-20,2018-02-20,"US_ERLPurchase_0102 - Copy",23842811285990347,1349,12.64640474,1.1119347664937,1.13733333,15,14,30,Daily,17.06,,,,
2018-02-20,2018-02-20,AllBackers5%_OtherEU_0216,23842825866310347,2908,5.6568088,0.27510316368638,2.05625,8,7,40,Daily,16.45,,,,
2018-02-20,2018-02-20,"AU_engaged_0130 - L&H2",23842813843430347,1426,8.09957924,1.2622720897616,0.64166667,18,15,30,Daily,11.55,,,,
2018-02-20,2018-02-20,"RU_onlineshopping_0130 - Copy",23842826487210347,6970,2.51936872,0.48780487804878,0.51647059,34,25,30,Daily,17.56,,,,
2018-02-20,2018-02-20,"Surveyemail_TH_0216 - eastasia3%  2",23842825866420347,538,1.43122677,,,,,40,Daily,0.77,,,,
2018-02-20,2018-02-20,"US_ERLPurchase_0219  2",23842826185830347,1851,12.16639654,1.2425715829281,0.97913043,23,23,40,Daily,22.52,,,,
2018-02-20,2018-02-20,otherEU_ERLPurchase2%_0219-V,23842826186000347,1680,12.0952381,1.1904761904762,1.016,20,16,40,Daily,20.32,,,,
2018-02-20,2018-02-20,"Asia_IDKS_0130 - android",23842825866210347,11736,4.14877301,0.83503749147921,0.49683673,98,54,55,Daily,48.69,4,12.1725,4.02546724,196
2018-02-20,2018-02-20,DE_OldPurchase3%_0109,23842791400550347,80,10.375,3.75,0.27666667,3,2,30,Daily,0.83,,,,
2018-02-20,2018-02-20,"MY_OldPurchase_0102 - Copy",23842788043900347,1,0,,,,,30,Daily,0,,,,
2018-02-20,2018-02-20,"US_ERLPurchase_0102 - Copy",23842804191960347,48,12.5,,,,,30,Daily,0.6,,,,
2018-02-20,2018-02-20,otherEU_ERLPurchase2%_0219,23842826185940347,3893,5.57410737,1.0274852298998,0.5425,40,32,40,Daily,21.7,,,,
2018-02-20,2018-02-20,"Latin_onlineshopping_0130 - Copy",23842812645880347,14714,1.35653119,1.0262335190975,0.13218543,151,120,30,Daily,19.96,,,,
2018-02-20,2018-02-20,"Asia_IDKS_0130 - android - Copy",23842826487080347,4399,4.78745169,0.79563537167538,0.60171429,35,23,30,Daily,21.06,,,,
2018-02-20,2018-02-20,"MY_OldPurchase4%_0109 - Copy",23842802970820347,673,2.82317979,0.29717682020802,0.95,2,1,30,Daily,1.9,,,,
