"Reporting Starts","Reporting Ends","Ad Set Name","Ad Set ID",Impressions,"CPM (Cost per 1,000 Impressions) (USD)","CTR (Link Click-Through Rate)","CPC (Cost per Link Click) (USD)","Link Clicks","Landing Page Views",Budget,"Budget Type","Amount Spent (USD)","Website Purchases","Cost per Purchase (USD)","Website Purchases Conversion Value","Website Purchase ROAS (Return on Ad Spend)"
2018-01-25,2018-01-25,OtherEU_ERLPurchase3%_0120,23842701522560055,5048,5.88351823,1.0499207606973,0.56037735849057,53,46,30,Daily,29.7,,,,
2018-01-25,2018-01-25,EU_LocalAllBackers3%_0124,23842704013990055,2848,7.83005618,0.80758426966292,0.9695652173913,23,17,30,Daily,22.3,,,,
2018-01-25,2018-01-25,US_LocalAllBackers3%_0124,23842704013950055,2033,14.9877029,0.78701426463355,1.904375,16,16,30,Daily,30.47,1,30.47,64,2.10042665
2018-01-25,2018-01-25,CA_Survey2%_0109,23842695035060055,2136,14.25093633,1.123595505618,1.2683333333333,24,20,30,Daily,30.44,,,,
2018-01-25,2018-01-25,Thailand_LocalAllBackers2%_0124,23842704013910055,19361,1.66726925,0.63529776354527,0.26243902439024,123,63,30,Daily,32.28,,,,
2018-01-25,2018-01-25,Asia_LocalAllBackers2%_0124,23842704013890055,4457,6.65694413,0.80771819609603,0.82416666666667,36,23,30,Daily,29.67,,,,
2018-01-25,2018-01-25,Russia_ERLLAL_0102,23842691057740055,1079,4.80074143,1.2048192771084,0.39846153846154,13,10,30,Daily,5.18,,,,
2018-01-25,2018-01-25,GB_LocalAllBackers5%_0124,23842704009910055,1556,13.03341902,0.70694087403599,1.8436363636364,11,7,30,Daily,20.28,,,,
2018-01-25,2018-01-25,EU_LocalAllBackers4%_0124,23842704012770055,4628,6.40017286,0.71305099394987,0.89757575757576,33,30,30,Daily,29.62,1,29.62,49,1.65428764
2018-01-25,2018-01-25,CA_LocalAllBackers5%_0124,23842704012810055,3298,7.60460885,0.69739235900546,1.0904347826087,23,19,30,Daily,25.08,,,,
2018-01-25,2018-01-25,"US_ERLPurchase_0101_006 - Copy",23842690408130055,4798,12.613589,1.2296790329304,1.0257627118644,59,52,60,Daily,60.52,2,30.26,98,1.61929941
2018-01-25,2018-01-25,Thailand_LocalSurvey3%_0123,23842703181310055,2536,1.15141956,0.67034700315457,0.17176470588235,17,7,30,Daily,2.92,,,,
2018-01-25,2018-01-25,Asia_LocalSurvey5%_0123,23842703197310055,466,4.1416309,0.64377682403433,0.64333333333333,3,3,30,Daily,1.93,,,,
2018-01-25,2018-01-25,"Asia_ADDCARTLAL_12301 - Copy",23842690626460055,5906,5.88384694,1.032847951236,0.56967213114754,61,50,30,Daily,34.75,1,34.75,129,3.71223022
2018-01-25,2018-01-25,GB_LocalAllBackers4%_0124,23842704012760055,2491,8.28582898,1.1240465676435,0.73714285714286,28,26,30,Daily,20.64,,,,
2018-01-25,2018-01-25,EU_LocalAllBackers1%_0124,23842704018230055,1858,12.01291712,0.64585575888052,1.86,12,12,30,Daily,22.32,,,,
2018-01-25,2018-01-25,US_LocalAllBackers5%_0124,23842704009920055,3508,8.78848347,0.7981755986317,1.1010714285714,28,29,30,Daily,30.83,2,15.415,98,3.17872202
2018-01-25,2018-01-25,CA_Survey3%_0109,23842695036180055,3775,7.98410596,1.3245033112583,0.6028,50,45,30,Daily,30.14,3,10.046666666667,227,7.53151958
2018-01-25,2018-01-25,Thailand_LocalAllBackers3%_0124,23842704014000055,13123,1.82961213,0.59437628591023,0.30782051282051,78,38,30,Daily,24.01,,,,
2018-01-25,2018-01-25,"Asia_ERLPurchase2%_0120 - Copy 2",23842703077490055,5150,5.71456311,0.54368932038835,1.0510714285714,28,24,30,Daily,29.43,,,,
2018-01-25,2018-01-25,OtherEU_ERLLAL_12231_xin,23842689265890055,5941,5.79363743,1.1614206362565,0.49884057971014,69,61,30,Daily,34.42,1,34.42,49,1.42359094
2018-01-25,2018-01-25,EU_LocalAllBackers5%_0124,23842704009860055,3313,6.80651977,1.1469966797465,0.59342105263158,38,29,30,Daily,22.55,,,,
2018-01-25,2018-01-25,CA_LocalSurvey5%_0123,23842703175410055,282,7.58865248,2.8368794326241,0.2675,8,7,30,Daily,2.14,,,,
2018-01-25,2018-01-25,US_Survey2%_0109_xin,23842695035080055,3820,7.81151832,2.0157068062827,0.38753246753247,77,70,30,Daily,29.84,,,,
2018-01-25,2018-01-25,Thailand_SurveyEmail_1230_004,23842688014420055,5109,3.34116265,0.56762575846545,0.58862068965517,29,23,30,Daily,17.07,,,,
2018-01-25,2018-01-25,Asia_LocalAllBackers1%_0124,23842704018240055,3160,9.36075949,0.63291139240506,1.479,20,19,30,Daily,29.58,,,,
2018-01-25,2018-01-25,GB_LocalAllBackers3%_0124,23842704013960055,1777,11.46314012,0.7878446820484,1.455,14,11,30,Daily,20.37,,,,
2018-01-25,2018-01-25,EU_LocalSurvey1%_0123,23842703175430055,3954,7.61254426,0.98634294385432,0.77179487179487,39,36,30,Daily,30.1,,,,
2018-01-25,2018-01-25,US_LocalAllBackers4%_0124,23842704012790055,2520,11.98015873,0.51587301587302,2.3223076923077,13,11,30,Daily,30.19,1,30.19,49,1.62305399
2018-01-25,2018-01-25,"US_Surveyemail_1231_002 - Copy 3",23842691914840055,555,10.30630631,2.5225225225225,0.40857142857143,14,13,60,Daily,5.72,,,,
2018-01-25,2018-01-25,Thailand_LocalSurvey2%_0123,23842703177270055,2253,1.31380382,0.93209054593875,0.14095238095238,21,10,30,Daily,2.96,,,,
2018-01-25,2018-01-25,Asia_LocalAllBackers5%_0124,23842704009880055,3261,6.55933763,0.79730144127568,0.82269230769231,26,19,30,Daily,21.39,,,,
2018-01-25,2018-01-25,Topcities_ADDCARTLAL_1231_tech,23842689190220055,2887,10.5334257,1.0391409767925,1.0136666666667,30,30,30,Daily,30.41,2,15.205,98,3.22262414
2018-01-25,2018-01-25,"CA_Survey2%_0109 - Copy 4",23842703077520055,1933,15.75271599,1.2415933781686,1.26875,24,22,30,Daily,30.45,,,,
2018-01-25,2018-01-25,CA_Surveyemail_0109_xin,23842694889510055,4082,14.42430181,1.6168544830965,0.89212121212121,66,52,60,Daily,58.88,,,,
2018-01-25,2018-01-25,Thailand_LocalSurvey5%_0123,23842703197270055,1105,1.09502262,0.81447963800905,0.13444444444444,9,1,30,Daily,1.21,,,,
2018-01-25,2018-01-25,otherAsia_LocalAllBackers1%_0124,23842704018290055,11395,1.86134269,0.6494076349276,0.28662162162162,74,48,30,Daily,21.21,,,,
2018-01-25,2018-01-25,EU_Survey5%_0109,23842695045990055,543,6.31675875,2.3941068139963,0.26384615384615,13,10,30,Daily,3.43,,,,
2018-01-25,2018-01-25,CA_LocalAllBackers5%_0124,23842704009900055,3402,7.28982951,0.9700176366843,0.75151515151515,33,30,30,Daily,24.8,,,,
2018-01-25,2018-01-25,Thailand_LocalAllBackers5%_0124,23842704009890055,19697,1.58095141,0.73107579834493,0.21625,144,52,30,Daily,31.14,2,15.57,98,3.14707771
2018-01-25,2018-01-25,"Asia_ERLPurchase3%_0120-0208 exTW",23842703077360055,4004,7.32767233,0.92407592407592,0.79297297297297,37,31,30,Daily,29.34,,,,
2018-01-25,2018-01-25,"EU_Survey5%_0109 - Copy",23842700009160055,454,7.59911894,1.9823788546256,0.38333333333333,9,8,30,Daily,3.45,,,,
2018-01-25,2018-01-25,"US_ERLPurchase_0101_006 - Copy 3",23842702175370055,4627,15.03566026,1.3615733736762,1.1042857142857,63,54,60,Daily,69.57,,,,
2018-01-25,2018-01-25,Thailand_LocalAllBackers1%_0124,23842704018280055,14132,2.23818285,0.65808095103312,0.34010752688172,93,54,30,Daily,31.63,,,,
2018-01-25,2018-01-25,EU_ERLLAL_1231,23842689264630055,3804,7.946898,1.1566771819138,0.68704545454545,44,39,30,Daily,30.23,1,30.23,64,2.11710222
2018-01-25,2018-01-25,EU_LocalSurvey5%_0123,23842703197280055,683,4.28989751,1.0248901903367,0.41857142857143,7,4,30,Daily,2.93,,,,
2018-01-25,2018-01-25,"CA_Survey2%_0109 - Copy 3",23842702337340055,2175,13.63678161,0.73563218390805,1.85375,16,15,30,Daily,29.66,,,,
2018-01-25,2018-01-25,Asia_LocalAllBackers3%_0124,23842704013930055,4453,6.61351898,0.89827082865484,0.73625,40,26,30,Daily,29.45,1,29.45,49,1.66383701
2018-01-25,2018-01-25,Asia_LocalAllBackers4%_0124,23842704012740055,2865,7.41012216,0.52356020942408,1.4153333333333,15,12,30,Daily,21.23,1,21.23,49,2.30805464
2018-01-25,2018-01-25,otherAsia_LocalAllBackers2%_0124,23842704013900055,11017,1.89888354,0.58999727693564,0.32184615384615,65,47,30,Daily,20.92,,,,
2018-01-25,2018-01-25,otherAsia_LocalAllBackers3%_0124,23842704013970055,15532,1.35912954,0.5472572753026,0.24835294117647,85,51,30,Daily,21.11,,,,
2018-01-24,2018-01-24,"SA_Survey2%_0109 - Copy",23842695391100055,18121,1.16660228,1.6776116108383,0.069539473684211,304,216,30,Daily,21.14,,,,
2018-01-24,2018-01-24,"EU_ADDCARTLAL_1221 - Copy xin",23842689862120055,3446,5.4178758,1.1027278003482,0.49131578947368,38,33,30,Daily,18.67,,,,
2018-01-24,2018-01-24,"Indonisia_ADDCARTLAL_1223 - Copy",23842683877580055,35893,0.80294208,0.85810603738891,0.093571428571429,308,147,60,Daily,28.82,1,28.82,49,1.70020819
2018-01-24,2018-01-24,"OtherEU_ADDCARTLAL_1229_001 - Copy 3",23842693062540055,4896,6.20098039,1.0008169934641,0.61959183673469,49,41,30,Daily,30.36,,,,
2018-01-24,2018-01-24,"Asia_ERLLAL_1231 - Copy 2",23842693815150055,3407,10.09685941,0.58702670971529,1.72,20,11,30,Daily,34.4,,,,
2018-01-24,2018-01-24,"OtherEU_ERLLAL_12231 - Copy 6",23842702337170055,1975,7.86329114,1.1139240506329,0.70590909090909,22,20,30,Daily,15.53,1,15.53,49,3.15518352
2018-01-24,2018-01-24,"CA_Surveyemail_0109 - Copy",23842698948780055,4706,12.8601785,1.4237144071398,0.90328358208955,67,50,60,Daily,60.52,,,,
2018-01-24,2018-01-24,"Thailand_ERLPurchase_0101_006 - Copy",23842691917050055,4791,3.05990399,0.41744938426216,0.733,20,15,30,Daily,14.66,,,,
2018-01-24,2018-01-24,"EU_Survey5%_0109 - Copy 4",23842702175120055,2326,7.00773861,1.0748065348237,0.652,25,20,30,Daily,16.3,,,,
2018-01-24,2018-01-24,CA_LocalAllBackers5%_0124,23842704012810055,424,12.61792453,0.47169811320755,2.675,2,2,30,Daily,5.35,,,,
2018-01-24,2018-01-24,"Asia_ERLPurchase2%_0120 - Copy",23842702337150055,1237,7.97089733,0.72756669361358,1.0955555555556,9,7,30,Daily,9.86,,,,
2018-01-24,2018-01-24,"Asia_ADDCARTLAL_1230_0208 exTW",23842689862180055,1423,7.73717498,0.63246661981729,1.2233333333333,9,9,30,Daily,11.01,,,,
2018-01-24,2018-01-24,Thailand_OldpixelLAL_1229_001,23842686491370055,3105,2.43800322,0.7085346215781,0.34409090909091,22,11,30,Daily,7.57,,,,
2018-01-24,2018-01-24,"Topcities_ADDCARTLAL_1229_012 - Copy 3",23842690626880055,6520,10.61503067,1.3496932515337,0.78647727272727,88,83,60,Daily,69.21,2,34.605,98,1.41598035
2018-01-24,2018-01-24,Russia_ERLLAL_0102,23842691057740055,7196,4.32045581,1.3479710950528,0.32051546391753,97,87,30,Daily,31.09,2,15.545,178,5.72531361
2018-01-24,2018-01-24,"OtherEU_ERLLAL_12231 - Copy 3",23842702175260055,2596,7.43836672,1.040061633282,0.71518518518519,27,25,30,Daily,19.31,,,,
2018-01-24,2018-01-24,"US_ERLPurchase_0101_006 - Copy 3",23842700009060055,5422,8.93028403,1.4385835485061,0.62076923076923,78,74,60,Daily,48.42,1,48.42,49,1.01197852
2018-01-24,2018-01-24,"Thailand_SurveyEmail_1230_004 - Copy",23842690626820055,5136,2.69275701,0.38940809968847,0.6915,20,14,30,Daily,13.83,,,,
2018-01-24,2018-01-24,"EU_ERLPurchase_0101_006 - Copy 2",23842702175350055,2015,7.03722084,1.0918114143921,0.64454545454545,22,18,30,Daily,14.18,,,,
2018-01-24,2018-01-24,US_LocalAllBackers5%_0124,23842704009920055,553,10.23508137,1.2658227848101,0.80857142857143,7,7,30,Daily,5.66,,,,
2018-01-24,2018-01-24,"Asia_ERLPurchase3%_0120 - Copy 2",23842702337220055,1367,7.06656913,0.95098756400878,0.74307692307692,13,14,30,Daily,9.66,1,9.66,49,5.07246377
2018-01-24,2018-01-24,"Topcities_NewPurchase_1229_012 - Copy",23842689862230055,2431,18.35047306,1.0283833813246,1.7844,25,23,60,Daily,44.61,,,,
2018-01-24,2018-01-24,Thailand_ADDCARTLAL_1228,23842685170400055,5631,2.10797372,0.42621204049014,0.49458333333333,24,15,30,Daily,11.87,,,,
2018-01-24,2018-01-24,"Topcities_ADDCARTLAL_1227_tech - Copy",23842702175400055,1548,11.9250646,0.64599483204134,1.846,10,9,30,Daily,18.46,,,,
2018-01-24,2018-01-24,Asia_Allbackers_1231,23842689269440055,5959,5.78117134,1.1579124014096,0.49927536231884,69,59,30,Daily,34.45,,,,
2018-01-24,2018-01-24,"OtherEU_ERLPurchase3%_0120 - Copy",23842702337300055,3092,4.65394567,0.77619663648124,0.59958333333333,24,22,30,Daily,14.39,,,,
2018-01-24,2018-01-24,"Topcities_ADDCARTLAL_1231_tech - Copy 2",23842701937760055,1762,10.66401816,1.3620885357548,0.78291666666667,24,20,30,Daily,18.79,,,,
2018-01-24,2018-01-24,"Thailand_ERLPurchase5%_0120 - Copy",23842701937720055,4484,1.63247101,0.4014272970562,0.40666666666667,18,13,30,Daily,7.32,,,,
2018-01-24,2018-01-24,"EU_Survey5%_0109 - Copy 3",23842703077410055,2067,7.74068699,1.4513788098694,0.53333333333333,30,26,30,Daily,16,,,,
2018-01-24,2018-01-24,"US_ERLPurchase_0101_006 - Copy 3",23842701937910055,3380,11.5147929,1.2130177514793,0.94926829268293,41,35,60,Daily,38.92,1,38.92,49,1.25899281
2018-01-24,2018-01-24,otherAsia_LocalSurvey1%_0123,23842703176040055,8434,2.07374911,0.5216978894949,0.3975,44,26,30,Daily,17.49,,,,
2018-01-24,2018-01-24,"Asia_AllpixelLAL_1229_012 - Copy",23842689862290055,9484,7.22901729,1.1493040911008,0.62899082568807,109,96,60,Daily,68.56,1,68.56,49,0.71470245
2018-01-24,2018-01-24,EU_ADDCARTLAL_1228,23842685167260055,2469,7.45646011,0.81004455245038,0.9205,20,18,30,Daily,18.41,,,,
2018-01-24,2018-01-24,"Asia_ADDCARTLAL_1227_002 - Copy 2",23842694145000055,1277,9.24823806,0.70477682067345,1.3122222222222,9,8,30,Daily,11.81,,,,
2018-01-24,2018-01-24,"Asia_ERLLAL_1231 - Copy",23842690406560055,1539,8.50552307,1.2995451591943,0.6545,20,14,30,Daily,13.09,,,,
2018-01-24,2018-01-24,GB_LocalSurvey4%_0123,23842703181380055,2544,9.01336478,1.1006289308176,0.81892857142857,28,24,30,Daily,22.93,1,22.93,49,2.13693851
2018-01-24,2018-01-24,"US_Surveyemail_1231_002 - Copy 3",23842691914840055,6541,9.29368598,1.7581409570402,0.52860869565217,115,106,60,Daily,60.79,1,60.79,49,0.80605363
2018-01-24,2018-01-24,Thailand_LocalAllBackers1%_0124,23842704018280055,307,1.40065147,,,,,30,Daily,0.43,,,,
2018-01-24,2018-01-24,EU_LocalSurvey5%_0123,23842703197280055,6531,4.40820701,0.91869545245751,0.47983333333333,60,49,30,Daily,28.79,1,28.79,64,2.2229941
2018-01-24,2018-01-24,CA_LocalAllBackers5%_0124,23842704009900055,556,9.28057554,1.2589928057554,0.73714285714286,7,5,30,Daily,5.16,,,,
2018-01-24,2018-01-24,otherAsia_LocalSurvey4%_0123,23842703181360055,14362,1.19899735,0.61969085085643,0.19348314606742,89,47,30,Daily,17.22,,,,
2018-01-24,2018-01-24,"Asia_ADDCARTLAL_1222 - Copy 2",23842689862280055,1890,6.38624339,0.63492063492063,1.0058333333333,12,10,30,Daily,12.07,,,,
2018-01-24,2018-01-24,Topcities_ADDCARTLAL_1227_tech,23842684724270055,2892,10.55670816,1.417704011065,0.74463414634146,41,36,30,Daily,30.53,1,30.53,64,2.09629872
2018-01-24,2018-01-24,"Russia_ERLLAL_0102 - Copy",23842694115290055,49,1.63265306,2.0408163265306,0.08,1,1,30,Daily,0.08,,,,
2018-01-24,2018-01-24,"OtherEU_ERLLAL_12231 - Copy 6",23842702175290055,2496,6.31810897,1.4423076923077,0.43805555555556,36,34,30,Daily,15.77,,,,
2018-01-24,2018-01-24,"US_Allbackers_1231 - Copy",23842690258080055,4341,10.41695462,1.059663671965,0.98304347826087,46,40,60,Daily,45.22,,,,
2018-01-24,2018-01-24,Thailand_LocalSurvey4%_0123,23842703181370055,22929,1.38732609,0.7850320554756,0.17672222222222,180,56,30,Daily,31.81,,,,
2018-01-24,2018-01-24,"EU_Survey5%_0109 - Copy 2",23842701923170055,2869,5.50365981,1.3245033112583,0.41552631578947,38,36,30,Daily,15.79,,,,
2018-01-24,2018-01-24,US_LocalAllBackers3%_0124,23842704013950055,232,21.59482759,1.7241379310345,1.2525,4,4,30,Daily,5.01,,,,
2018-01-24,2018-01-24,otherAsia_LocalSurvey3%_0123,23842703181320055,11477,1.53088786,0.5750631698179,0.26621212121212,66,45,30,Daily,17.57,1,17.57,49,2.78884462
2018-01-24,2018-01-24,"Asia_ERLLAL_1231 - Copy",23842693062520055,5301,5.63667233,0.58479532163743,0.96387096774194,31,21,30,Daily,29.88,1,29.88,129,4.31726908
2018-01-24,2018-01-24,GB_LocalAllBackers3%_0124,23842704013960055,754,12.29442971,1.1936339522546,1.03,9,8,30,Daily,9.27,,,,
2018-01-24,2018-01-24,US_Survey4%_0109,23842695045890055,2407,9.11508101,1.1217282924803,0.81259259259259,27,23,30,Daily,21.94,,,,
2018-01-24,2018-01-24,Thailand_LocalAllBackers3%_0124,23842704014000055,4365,1.25085911,0.41237113402062,0.30333333333333,18,12,30,Daily,5.46,,,,
2018-01-24,2018-01-24,"EU_Survey5%_0109 - Copy 3",23842702175100055,2528,6.47547468,0.98892405063291,0.6548,25,24,30,Daily,16.37,,,,
2018-01-24,2018-01-24,US_LocalSurvey4%_0123,23842703181390055,3945,6.74524715,0.91254752851711,0.73916666666667,36,33,30,Daily,26.61,,,,
2018-01-24,2018-01-24,"Asia_ERLPurchase2%_0120 - Copy",23842703077420055,910,9.58241758,0.43956043956044,2.18,4,4,30,Daily,8.72,,,,
2018-01-24,2018-01-24,"Asia_ERLLAL_1231 - Copy 2",23842690626570055,2696,7.16246291,0.55637982195846,1.2873333333333,15,9,30,Daily,19.31,,,,
2018-01-24,2018-01-24,"OtherEU_ERLLAL_12231 - Copy 3",23842701923140055,2325,6.87311828,1.505376344086,0.45657142857143,35,33,30,Daily,15.98,,,,
2018-01-24,2018-01-24,"US_Survey4%_0109 - Copy",23842698948830055,4284,7.15919701,1.4939309056956,0.47921875,64,59,30,Daily,30.67,,,,
2018-01-24,2018-01-24,Thailand_LocalAllBackers2%_0124,23842704013910055,1049,0.91515729,0.09532888465205,0.96,1,,30,Daily,0.96,,,,
2018-01-24,2018-01-24,EU_LocalSurvey3%_0123,23842703181340055,2553,7.11320016,0.47003525264395,1.5133333333333,12,11,30,Daily,18.16,,,,
2018-01-24,2018-01-24,US_LocalAllBackers4%_0124,23842704012790055,307,17.88273616,2.6058631921824,0.68625,8,7,30,Daily,5.49,,,,
2018-01-24,2018-01-24,"Asia_ERLLAL_1231 - Copy 3",23842694144840055,1686,7.53262159,0.77105575326216,0.97692307692308,13,12,30,Daily,12.7,,,,
2018-01-24,2018-01-24,Phil_Survey4%_0109,23842695045940055,11571,0.94287443,1.2099213551119,0.077928571428571,140,92,30,Daily,10.91,,,,
2018-01-24,2018-01-24,"OtherEU_ERLPurchase3%_0120 - Copy 2",23842703077370055,1825,7.74246575,0.6027397260274,1.2845454545455,11,9,30,Daily,14.13,,,,
2018-01-24,2018-01-24,"US_ERLPurchase_0101_006 - Copy 2",23842693815170055,2916,12.84636488,1.440329218107,0.89190476190476,42,38,60,Daily,37.46,,,,
2018-01-24,2018-01-24,Thailand_LocalAllBackers5%_0124,23842704009890055,2157,1.02457116,0.18544274455262,0.5525,4,2,30,Daily,2.21,,,,
2018-01-24,2018-01-24,US_Surveyemail_1231,23842689232450055,4251,10.36697248,1.646671371442,0.62957142857143,70,66,60,Daily,44.07,,,,
2018-01-24,2018-01-24,"Topcities_ADDCARTLAL_1231_tech - Copy 2",23842702337080055,1294,14.93044822,1.0819165378671,1.38,14,14,30,Daily,19.32,,,,
2018-01-24,2018-01-24,Asia_LocalSurvey4%_0123,23842703181420055,2525,6.03564356,0.87128712871287,0.69272727272727,22,20,30,Daily,15.24,,,,
2018-01-24,2018-01-24,GB_LocalAllBackers5%_0124,23842704009910055,737,12.74084125,0.5427408412483,2.3475,4,5,30,Daily,9.39,,,,
2018-01-24,2018-01-24,"CA_Survey2%_0109 - Copy 2",23842700009020055,1603,11.5720524,1.1852776044916,0.97631578947368,19,15,30,Daily,18.55,,,,
2018-01-24,2018-01-24,Thailand_LocalSurvey1%_0123,23842703175460055,19987,1.62605694,0.7504878170811,0.21666666666667,150,57,30,Daily,32.5,,,,
2018-01-24,2018-01-24,"EU_Survey5%_0109 - Copy 3",23842701937710055,2577,6.49980598,0.97012029491657,0.67,25,22,30,Daily,16.75,,,,
2018-01-24,2018-01-24,"CA_Surveyemail_0109 - Copy 2",23842701937840055,2886,14.24462924,1.975051975052,0.72122807017544,57,44,60,Daily,41.11,,,,
2018-01-24,2018-01-24,otherAsia_LocalSurvey5%_0123,23842703197260055,12097,1.43010664,0.7357195999008,0.19438202247191,89,56,30,Daily,17.3,,,,
2018-01-24,2018-01-24,"OtherEU_ERLPurchase3%_0120 - Copy",23842703077400055,1764,8.0952381,0.96371882086168,0.84,17,10,30,Daily,14.28,,,,
2018-01-24,2018-01-24,"CA_Survey2%_0109 - Copy",23842698948760055,2778,10.89632829,0.86393088552916,1.26125,24,21,30,Daily,30.27,,,,
2018-01-24,2018-01-24,Thailand_SurveyEmail_1230_004,23842688014420055,6008,2.25865513,0.33288948069241,0.6785,20,13,30,Daily,13.57,,,,
2018-01-24,2018-01-24,"EU_Survey5%_0109 - Copy 4",23842703077440055,1944,7.83436214,0.87448559670782,0.89588235294118,17,15,30,Daily,15.23,,,,
2018-01-24,2018-01-24,US_LocalSurvey2%_0123,23842703177300055,1996,13.58717435,0.75150300601202,1.808,15,15,30,Daily,27.12,1,27.12,49,1.80678466
2018-01-24,2018-01-24,otherAsia_LocalSurvey2%_0123,23842703177260055,11234,1.5666726,0.68541926295175,0.22857142857143,77,50,30,Daily,17.6,,,,
2018-01-24,2018-01-24,GB_LocalSurvey1%_0123,23842703175450055,1512,11.23677249,0.66137566137566,1.699,10,9,30,Daily,16.99,,,,
2018-01-24,2018-01-24,"US_ERLPurchase_0101_006 - Copy 3",23842701507820055,3352,13.38603819,0.83532219570406,1.6025,28,23,60,Daily,44.87,,,,
2018-01-24,2018-01-24,Thailand_LocalAllBackers4%_0124,23842704012750055,457,1.11597374,,,,,30,Daily,0.51,,,,
2018-01-24,2018-01-24,"EU_Survey5%_0109 - Copy 2",23842701937830055,2821,5.85253456,1.4888337468983,0.39309523809524,42,37,30,Daily,16.51,,,,
2018-01-24,2018-01-24,"CA_Surveyemail_0109 - Copy 3",23842702337310055,3313,15.65952309,1.358285541805,1.1528888888889,45,37,60,Daily,51.88,3,17.293333333333,162,3.12259059
2018-01-24,2018-01-24,Asia_LocalSurvey1%_0123,23842703175420055,1828,8.61050328,0.49234135667396,1.7488888888889,9,8,30,Daily,15.74,,,,
2018-01-24,2018-01-24,GB_LocalAllBackers2%_0124,23842704013920055,592,15.86148649,0.84459459459459,1.878,5,4,30,Daily,9.39,,,,
2018-01-24,2018-01-24,"CA_Surveyemail_0109 - Copy 2",23842700008970055,3140,14.87898089,1.3694267515924,1.086511627907,43,33,60,Daily,46.72,2,23.36,98,2.09760274
2018-01-24,2018-01-24,Thailand_LocalSurvey2%_0123,23842703177270055,24707,1.32958271,0.71234872708139,0.18664772727273,176,49,30,Daily,32.85,,,,
2018-01-24,2018-01-24,"EU_Survey5%_0109 - Copy 3",23842702337070055,2495,6.62124248,1.2825651302605,0.51625,32,30,30,Daily,16.52,,,,
2018-01-24,2018-01-24,"US_Survey2%_0109 - Copy 2",23842702337120055,2081,9.01489668,1.2013455069678,0.7504,25,24,30,Daily,18.76,,,,
2018-01-24,2018-01-24,otherAsia_LocalAllBackers5%_0124,23842704009850055,8664,1.04339797,0.66943674976916,0.15586206896552,58,35,30,Daily,9.04,,,,
2018-01-24,2018-01-24,GB_LocalSurvey3%_0123,23842703181330055,1692,10.3427896,0.76832151300236,1.3461538461538,13,12,30,Daily,17.5,,,,
2018-01-24,2018-01-24,"US_ERLPurchase_0101_006 - Copy 3",23842701509480055,3163,12.48814417,0.79038887132469,1.58,25,21,60,Daily,39.5,,,,
2018-01-24,2018-01-24,Thailand_LocalSurvey3%_0123,23842703181310055,33278,0.97932568,0.56493779674259,0.17335106382979,188,59,30,Daily,32.59,1,32.59,49,1.50352869
2018-01-24,2018-01-24,EU_Survey5%_0109,23842695045990055,4479,6.62424648,1.3395847287341,0.4945,60,46,30,Daily,29.67,,,,
2018-01-24,2018-01-24,"CA_Survey2%_0109 - Copy 3",23842701937770055,1764,11.16213152,0.90702947845805,1.230625,16,15,30,Daily,19.69,,,,
2018-01-24,2018-01-24,Asia_LocalSurvey5%_0123,23842703197310055,7041,4.07612555,0.85215168299957,0.47833333333333,60,53,30,Daily,28.7,1,28.7,64,2.22996516
2018-01-24,2018-01-24,"OtherEU_ERLLAL_12231 - Copy 3",23842702337270055,3169,9.69390975,1.356894919533,0.71441860465116,43,34,30,Daily,30.72,1,30.72,129,4.19921875
2018-01-24,2018-01-24,"US_ERLPurchase_0101_006 - Copy",23842690408130055,4419,13.73840235,1.3804028060647,0.99524590163934,61,58,60,Daily,60.71,2,30.355,193,3.17904793
2018-01-24,2018-01-24,Thailand_LocalSurvey5%_0123,23842703197270055,28763,1.08576991,0.71967458192817,0.15086956521739,207,47,30,Daily,31.23,,,,
2018-01-24,2018-01-24,EU_LocalAllBackers2%_0124,23842704013860055,924,9.96753247,0.75757575757576,1.3157142857143,7,7,30,Daily,9.21,,,,
2018-01-24,2018-01-24,US_LocalSurvey3%_0123,23842703181410055,1740,15.37356322,0.80459770114943,1.9107142857143,14,12,30,Daily,26.75,,,,
2018-01-24,2018-01-24,Asia_LocalSurvey3%_0123,23842703181350055,4241,4.67578401,0.80169771280358,0.58323529411765,34,24,30,Daily,19.83,,,,
2018-01-24,2018-01-24,GB_LocalAllBackers4%_0124,23842704012760055,553,16.74502712,0.90415913200723,1.852,5,2,30,Daily,9.26,,,,
2018-01-24,2018-01-24,CA_Survey2%_0109,23842695035060055,2509,12.06855321,1.0362694300518,1.1646153846154,26,23,30,Daily,30.28,,,,
2018-01-24,2018-01-24,"EU_Survey5%_0109 - Copy 3",23842702337100055,2301,7.22294654,0.91264667535854,0.79142857142857,21,17,30,Daily,16.62,,,,
2018-01-24,2018-01-24,US_LocalAllBackers1%_0124,23842704018270055,278,19.0647482,1.7985611510791,1.06,5,4,30,Daily,5.3,,,,
2018-01-24,2018-01-24,Asia_ERLPurchase4%_0120,23842701523230055,1984,6.5625,0.90725806451613,0.72333333333333,18,12,30,Daily,13.02,,,,
2018-01-24,2018-01-24,GB_LocalSurvey5%_0123,23842703197240055,2184,7.69688645,0.82417582417582,0.93388888888889,18,15,30,Daily,16.81,,,,
