"Reporting Starts","Reporting Ends","Ad Set Name","Ad Set ID",Impressions,"CPM (Cost per 1,000 Impressions) (USD)","CTR (Link Click-Through Rate)","CPC (Cost per Link Click) (USD)","Link Clicks","Landing Page Views",Budget,"Budget Type","Amount Spent (USD)","Website Purchases","Cost per Purchase (USD)","Website Purchases Conversion Value","Website Purchase ROAS (Return on Ad Spend)"
2018-01-10,2018-01-10,"EU_ERLLAL_1231 - Copy 2",23842694144880055,1389,11.75665947,0.93592512598992,1.2561538461538,13,10,30,Daily,16.33,,,,
2018-01-10,2018-01-10,"OtherEU_ERLLAL_12231 - Copy",23842694115140055,2374,6.76916596,1.7270429654591,0.3919512195122,41,38,30,Daily,16.07,,,,
2018-01-10,2018-01-10,Phil_Survey3%_0109,23842695036120055,26216,1.07682331,0.98794629234056,0.10899613899614,259,173,30,Daily,28.23,,,,
2018-01-10,2018-01-10,"US_Surveyemail_1231_002 - Copy 4",23842693815160055,5080,13.06889764,1.6141732283465,0.80963414634146,82,76,60,Daily,66.39,,,,
2018-01-10,2018-01-10,Thailand_SurveyEmail_1231_004,23842689611690055,8703,3.99287602,0.68941744226129,0.57916666666667,60,45,30,Daily,34.75,1,34.75,49,1.41007194
2018-01-10,2018-01-10,"Indonisia_ADDCARTLAL_1223 - Copy 2",23842694115080055,915,0.68852459,1.5300546448087,0.045,14,6,30,Daily,0.63,,,,
2018-01-10,2018-01-10,"SA_ERLLAL_1229_012 - Copy 3",23842693062580055,20596,1.54544572,0.9030879782482,0.17112903225806,186,123,30,Daily,31.83,,,,
2018-01-10,2018-01-10,Phil_ADDCARTLAL_1229_008,23842686941310055,17278,1.63734228,0.81027896747309,0.20207142857143,140,92,30,Daily,28.29,2,14.145,98,3.4641216
2018-01-10,2018-01-10,"Asia_ERLLAL_1231 - Copy",23842694115190055,1063,11.06302916,1.5051740357479,0.735,16,16,30,Daily,11.76,,,,
2018-01-10,2018-01-10,Phil_ADDCARTLAL_1230,23842687529870055,18893,1.79272747,0.65632774043296,0.27314516129032,124,57,30,Daily,33.87,,,,
2018-01-10,2018-01-10,EU_Survey4%_0109,23842695045880055,6942,4.30423509,1.959089599539,0.21970588235294,136,118,30,Daily,29.88,4,7.47,196,6.55957162
2018-01-10,2018-01-10,"OtherEU2_Survey4%_0109 - Copy",23842695391120055,2118,1.65250236,2.5967894239849,0.063636363636364,55,47,30,Daily,3.5,,,,
2018-01-10,2018-01-10,Asia_Allbackers_1231,23842689269440055,4462,6.93859256,1.1429852084267,0.60705882352941,51,39,30,Daily,30.96,,,,
2018-01-10,2018-01-10,US_ERLPurchase4%_0109,23842694888010055,4712,13.20033956,1.5067911714771,0.87605633802817,71,58,60,Daily,62.2,2,31.1,98,1.5755627
2018-01-10,2018-01-10,"Thailand_ERLPurchase_0101_006 - Copy 2",23842694144810055,7774,3.86930795,0.5273990223823,0.73365853658537,41,29,30,Daily,30.08,1,30.08,49,1.62898936
2018-01-10,2018-01-10,"Topcities_ADDCARTLAL_1227_tech - Copy",23842694144930055,962,23.55509356,1.4553014553015,1.6185714285714,14,11,30,Daily,22.66,,,,
2018-01-10,2018-01-10,"SA_Survey2%_0109 - Copy",23842695391100055,10036,1.06317258,0.70745316859306,0.15028169014085,71,37,30,Daily,10.67,,,,
2018-01-10,2018-01-10,"Mexico_ADDCARTLAL_1223 - Copy",23842683877540055,14458,2.03278462,1.6945635634251,0.11995918367347,245,201,30,Daily,29.39,,,,
2018-01-10,2018-01-10,"Asia_ERLLAL_1231 - Copy 2",23842694144780055,2762,10.99927589,0.61549601737871,1.7870588235294,17,12,30,Daily,30.38,1,30.38,49,1.61290323
2018-01-10,2018-01-10,"Asia_AllpixelLAL_1229_012 - Copy",23842689862290055,10261,6.03742325,0.99405516031576,0.60735294117647,102,90,60,Daily,61.95,3,20.65,147,2.37288136
2018-01-10,2018-01-10,"EU_Surveyemail_1231 - Copy 2",23842694144770055,1499,11.2808539,1.2675116744496,0.89,19,19,30,Daily,16.91,,,,
2018-01-10,2018-01-10,"OtherEU_ERLLAL_12231 - Copy",23842690410570055,4979,6.12371962,1.5464952801767,0.39597402597403,77,69,30,Daily,30.49,1,30.49,49,1.60708429
2018-01-10,2018-01-10,"Asia_ERLLAL_1231 - Copy 3",23842694115100055,880,12.68181818,0.45454545454545,2.79,4,3,30,Daily,11.16,,,,
2018-01-10,2018-01-10,CA_Survey5%_0109,23842695045850055,3006,9.12508317,2.6946107784431,0.33864197530864,81,77,30,Daily,27.43,,,,
2018-01-10,2018-01-10,"Thailand_SurveyEmail_1230_004 - Copy",23842690626820055,3199,4.16067521,0.96905282900907,0.42935483870968,31,25,30,Daily,13.31,,,,
2018-01-10,2018-01-10,"OtherEU_ADDCARTLAL_1229_001 - Copy 3",23842693815110055,3629,8.71038854,1.1848994213282,0.73511627906977,43,34,30,Daily,31.61,2,15.805,98,3.10028472
2018-01-10,2018-01-10,"SA_ERLLAL_1229_012 - Copy 4",23842694144820055,14050,1.32882562,1.0249110320285,0.12965277777778,144,94,30,Daily,18.67,,,,
2018-01-10,2018-01-10,Topcities_ADDCARTLAL_1227_tech,23842684724270055,2460,12.49593496,1.260162601626,0.99161290322581,31,29,30,Daily,30.74,2,15.37,147,4.78204294
2018-01-10,2018-01-10,"Asia_ERLLAL_1231 - Copy",23842694144900055,816,13.51715686,0.98039215686275,1.37875,8,5,30,Daily,11.03,,,,
2018-01-10,2018-01-10,"Phil_ADDCARTLAL_1229 - Copy 2",23842690270860055,17238,1.88072862,0.81796032022276,0.22992907801418,141,93,30,Daily,32.42,,,,
2018-01-10,2018-01-10,"EU_ERLLAL_1231 - Copy 2",23842693815200055,1746,9.05498282,1.7754868270332,0.51,31,23,30,Daily,15.81,,,,
2018-01-10,2018-01-10,"OtherEU_ERLLAL_12231 - Copy",23842694144850055,4797,6.39774859,1.3550135501355,0.47215384615385,65,52,30,Daily,30.69,1,30.69,49,1.59661127
2018-01-10,2018-01-10,Russia_ERLLAL_0102,23842691057740055,10973,2.68568304,1.7770892189921,0.15112820512821,195,171,30,Daily,29.47,1,29.47,49,1.66270784
2018-01-10,2018-01-10,CA_Survey4%_0109,23842695045900055,2810,9.77580071,2.8113879003559,0.34772151898734,79,68,30,Daily,27.47,,,,
2018-01-10,2018-01-10,Thailand_SurveyEmail_1230_004,23842688014420055,15810,2.17773561,0.45540796963947,0.47819444444444,72,38,30,Daily,34.43,2,17.215,178,5.16990996
2018-01-10,2018-01-10,"EU_ADDCARTLAL_1221 - Copy 3",23842694115220055,2887,10.84516799,0.83131278143401,1.3045833333333,24,22,30,Daily,31.31,1,31.31,49,1.56499521
2018-01-10,2018-01-10,SA_Survey3%_0109,23842695036150055,32592,0.94102847,1.1567255768287,0.081352785145889,377,268,30,Daily,30.67,,,,
2018-01-10,2018-01-10,"EU_OLDPurchase_1222 - Copy",23842683877510055,4553,6.78453767,1.0981770261366,0.6178,50,42,30,Daily,30.89,2,15.445,98,3.17254775
2018-01-10,2018-01-10,EU_Surveyemail_1231,23842689265170055,4522,7.79080053,1.1941618752764,0.65240740740741,54,52,30,Daily,35.23,,,,
2018-01-10,2018-01-10,"Thailand_ADDCARTLAL_1228 - Copy",23842689892970055,12874,2.66506136,0.40391486717415,0.65980769230769,52,30,30,Daily,34.31,,,,
2018-01-10,2018-01-10,EU_Survey5%_0109,23842695045990055,5892,5.07467753,1.9348268839104,0.26228070175439,114,97,30,Daily,29.9,2,14.95,98,3.27759197
2018-01-10,2018-01-10,"OtherEU_ADDCARTLAL_12231 - Copy",23842690278870055,4384,7.06432482,1.8476277372263,0.38234567901235,81,71,30,Daily,30.97,2,15.485,147,4.7465289
2018-01-10,2018-01-10,Asia_ERLLAL_1231,23842689268710055,4059,7.60532151,0.88691796008869,0.8575,36,24,30,Daily,30.87,1,30.87,49,1.58730159
2018-01-10,2018-01-10,"Topcities_ADDCARTLAL_1231_tech - Copy",23842694144830055,1822,17.0636663,1.2074643249177,1.4131818181818,22,17,30,Daily,31.09,1,31.09,49,1.57606948
2018-01-10,2018-01-10,"Thailand_ERLPurchase_0101_006 - Copy 2",23842693815060055,11189,3.08249173,0.4111180623827,0.74978260869565,46,27,30,Daily,34.49,,,,
2018-01-10,2018-01-10,"Asia_ADDCARTLAL_1227_002 - Copy 2",23842694145000055,1084,10.93173432,0.3690036900369,2.9625,4,4,30,Daily,11.85,,,,
2018-01-10,2018-01-10,"SA_ERLLAL_1229_012 - Copy 3",23842691913190055,22020,1.43006358,0.84468664850136,0.16930107526882,186,133,30,Daily,31.49,2,15.745,98,3.11209908
2018-01-10,2018-01-10,OtherEU2_ADDCARTLAL_1229,23842686592700055,58,1.72413793,,,,,30,Daily,0.1,,,,
2018-01-10,2018-01-10,"Asia_ERLLAL_1231 - Copy 3",23842694115150055,763,14.18086501,0.52424639580603,2.705,4,4,30,Daily,10.82,,,,
2018-01-10,2018-01-10,"EU_ADDCARTLAL_1221 - Copy xin",23842689862120055,4344,7.01887661,1.2430939226519,0.56462962962963,54,49,30,Daily,30.49,2,15.245,147,4.82125287
2018-01-10,2018-01-10,"EU_ERLPurchase_0101_006 - Copy 2",23842694144950055,1739,8.89016676,0.80506037952846,1.1042857142857,14,10,30,Daily,15.46,1,15.46,49,3.1694696
2018-01-10,2018-01-10,OtherEU2_Survey2%_0109,23842695035020055,13753,2.33694467,2.0868174216535,0.11198606271777,287,161,30,Daily,32.14,,,,
2018-01-10,2018-01-10,Phil_Survey4%_0109,23842695045940055,29244,0.97490083,1.2002462043496,0.081225071225071,351,225,30,Daily,28.51,1,28.51,64,2.24482638
2018-01-10,2018-01-10,"US_Allbackers_1231 - Copy 2",23842694144980055,5421,11.4572957,1.2359343294595,0.92701492537313,67,57,60,Daily,62.11,2,31.055,98,1.57784576
2018-01-10,2018-01-10,Thailand_Survey2%_0109,23842695035030055,2102,1.60323501,0.523311132255,0.30636363636364,11,9,30,Daily,3.37,,,,
2018-01-10,2018-01-10,"Topcities_ADDCARTLAL_1227_tech - Copy",23842694115230055,1088,20.87316176,1.9301470588235,1.0814285714286,21,16,30,Daily,22.71,,,,
2018-01-10,2018-01-10,"SA_ERLLAL_1229_012 - Copy 2",23842691913210055,12478,1.44574451,1.0658759416573,0.13563909774436,133,76,30,Daily,18.04,,,,
2018-01-10,2018-01-10,"Indonisia_ADDCARTLAL_1223 - Copy",23842683877580055,29865,0.954964,1.2790892348903,0.074659685863874,382,235,60,Daily,28.52,,,,
2018-01-10,2018-01-10,"Asia_Allbackers_1231 - Copy",23842694115270055,4708,6.35726423,1.2956669498726,0.49065573770492,61,57,30,Daily,29.93,,,,
2018-01-10,2018-01-10,"Asia_ADDCARTLAL_1230_0208 exTW",23842689862180055,3372,9.10142349,0.65243179122183,1.395,22,17,30,Daily,30.69,,,,
2018-01-10,2018-01-10,"EU_Survey5%_0109 - Copy",23842695391090055,2914,4.91420728,1.681537405628,0.29224489795918,49,42,30,Daily,14.32,1,14.32,49,3.42178771
2018-01-10,2018-01-10,OtherEU2_ERLLAL_12301,23842689266180055,9280,3.11206897,1.4331896551724,0.21714285714286,133,115,30,Daily,28.88,3,9.6266666666667,147,5.0900277
2018-01-10,2018-01-10,"Asia_ADDCARTLAL_12301 - Copy",23842690626460055,3454,9.01852924,0.69484655471917,1.2979166666667,24,19,30,Daily,31.15,,,,
2018-01-10,2018-01-10,"CA_Survey3%_0109 - Copy",23842695391170055,1049,9.54242135,2.6692087702574,0.3575,28,25,30,Daily,10.01,,,,
2018-01-10,2018-01-10,"Thailand_ERLPurchase_0101_006 - Copy",23842691917050055,7134,4.26829268,0.63078216989066,0.67666666666667,45,20,30,Daily,30.45,,,,
2018-01-10,2018-01-10,"OtherEU_ADDCARTLAL_1229_001 - Copy 4",23842693815130055,5121,6.79554774,1.601249755907,0.42439024390244,82,68,30,Daily,34.8,1,34.8,49,1.40804598
2018-01-10,2018-01-10,"SA_ERLLAL_1229_012 - Copy",23842691116500055,27757,1.12692294,0.97993298987643,0.115,272,175,30,Daily,31.28,1,31.28,49,1.56649616
2018-01-10,2018-01-10,"Vienam_ADDCARTLAL_1223 - Copy",23842683877600055,10194,3.16068275,0.83382381793212,0.37905882352941,85,53,30,Daily,32.22,2,16.11,98,3.04158908
2018-01-10,2018-01-10,"EU_Surveyemail_1231 - Copy",23842690256650055,4466,6.83609494,1.6345723242275,0.41821917808219,73,70,30,Daily,30.53,,,,
2018-01-10,2018-01-10,"Asia_ADDCARTLAL_1222 - Copy 2",23842689862280055,1138,9.99121265,0.70298769771529,1.42125,8,7,30,Daily,11.37,,,,
2018-01-10,2018-01-10,"EU_ERLLAL_1231 - Copy 2",23842694115180055,1664,9.78365385,1.1418269230769,0.85684210526316,19,17,30,Daily,16.28,,,,
2018-01-10,2018-01-10,"OtherEU2_ERLLAL_12301 - Copy",23842691067080055,11842,2.99527107,1.2582334065192,0.23805369127517,149,108,30,Daily,35.47,,,,
2018-01-10,2018-01-10,"Russia_ERLLAL_0102 - Copy",23842694115290055,11491,2.65425115,1.9319467409277,0.13738738738739,222,197,30,Daily,30.5,1,30.5,49,1.60655738
2018-01-10,2018-01-10,"Topcities_ADDCARTLAL_1231_tech - Copy",23842694115130055,1451,15.74086837,1.7918676774638,0.87846153846154,26,23,30,Daily,22.84,,,,
2018-01-10,2018-01-10,Thailand_Survey4%_0109,23842695045960055,1278,2.48826291,0.62597809076682,0.3975,8,5,30,Daily,3.18,,,,
2018-01-10,2018-01-10,"Asia_ADDCARTLAL_1227_002 - Copy 2",23842694115280055,1017,12.00589971,1.0816125860374,1.11,11,11,30,Daily,12.21,,,,
2018-01-10,2018-01-10,SA_Survey2%_0109,23842695035050055,32234,0.94620587,1.3370974747161,0.0707656612529,431,284,30,Daily,30.5,1,30.5,49,1.60655738
2018-01-10,2018-01-10,"Asia_ERLLAL_1231 - Copy 2",23842694145020055,851,12.8319624,1.2925969447709,0.99272727272727,11,9,30,Daily,10.92,,,,
2018-01-10,2018-01-10,"Topcities_ADDCARTLAL_1229_012 - Copy",23842689861980055,4606,13.18497612,1.7368649587495,0.759125,80,70,60,Daily,60.73,,,,
2018-01-10,2018-01-10,"EU_ERLLAL_1231 - Copy 3",23842694144800055,3815,8.04456094,1.2844036697248,0.62632653061224,49,43,30,Daily,30.69,2,15.345,98,3.19322255
2018-01-10,2018-01-10,OtherEU2_Survey3%_0109,23842695036160055,13493,2.21225821,1.800933817535,0.12283950617284,243,147,30,Daily,29.85,,,,
2018-01-10,2018-01-10,"Asia_ERLLAL_1231 - Copy",23842693062520055,3408,9.00821596,0.73356807511737,1.228,25,20,30,Daily,30.7,1,30.7,49,1.59609121
2018-01-10,2018-01-10,"US_ERLPurchase_0101_006 - Copy 2",23842694144860055,3409,18.29568789,1.7013787034321,1.0753448275862,58,56,60,Daily,62.37,4,15.5925,245,3.92817059
2018-01-10,2018-01-10,"EU_ADDCARTLAL_1221 - Copy",23842683877470055,4329,7.0986371,1.1550011550012,0.6146,50,42,30,Daily,30.73,,,,
2018-01-10,2018-01-10,"OtherEU_ADDCARTLAL_1229_001 - Copy 3",23842693062540055,3811,8.02151666,1.1807924429284,0.67933333333333,45,46,30,Daily,30.57,,,,
2018-01-10,2018-01-10,"Asia_ADDCARTLAL_12301 - Copy 2",23842694115170055,3179,9.49669707,0.97514941805599,0.97387096774194,31,27,30,Daily,30.19,3,10.063333333333,147,4.86916197
2018-01-10,2018-01-10,Phil_ADDCARTLAL_1229_014,23842687115920055,20029,1.68805232,0.5691746966898,0.29657894736842,114,57,30,Daily,33.81,,,,
2018-01-10,2018-01-10,"EU_Survey4%_0109 - Copy",23842695391110055,2803,5.0588655,1.5340706386015,0.32976744186047,43,37,30,Daily,14.18,,,,
2018-01-10,2018-01-10,OtherEU2_Survey5%_0109,23842695045910055,15799,2.01974809,1.5444015444015,0.13077868852459,244,127,30,Daily,31.91,2,15.955,98,3.07113757
2018-01-10,2018-01-10,"Asia_Allbackers_1231 - Copy",23842690280320055,4124,8.45538312,0.75169738118332,1.1248387096774,31,25,30,Daily,34.87,,,,
2018-01-10,2018-01-10,US_Survey4%_0109,23842695045890055,2985,10.09715243,1.9095477386935,0.52877192982456,57,51,30,Daily,30.14,5,6.028,294,9.7544791
2018-01-10,2018-01-10,"Indonisia_ADDCARTLAL_1223 - Copy 2",23842693062510055,45014,0.73976985,2.3126138534678,0.031988472622478,1041,341,30,Daily,33.3,,,,
2018-01-10,2018-01-10,EU_OLDPurchase_1231,23842689264340055,6195,4.97013721,1.000807102502,0.49661290322581,62,53,30,Daily,30.79,,,,
2018-01-10,2018-01-10,US_Allbackers_1231,23842689233960055,5323,13.05466842,1.4465526958482,0.90246753246753,77,68,60,Daily,69.49,4,17.3725,196,2.82054972
2018-01-10,2018-01-10,OtherEU2_Allbackers_1231,23842689267500055,16449,2.14663505,1.2037205909174,0.17833333333333,198,135,30,Daily,35.31,1,35.31,49,1.38770886
2018-01-10,2018-01-10,"Russia_ERLLAL_0102 - Copy",23842694144990055,4378,2.98994975,1.8044769301051,0.16569620253165,79,69,30,Daily,13.09,,,,
2018-01-10,2018-01-10,"US_Allbackers_1231 - Copy 2",23842693062630055,5238,13.20351279,1.3936617029401,0.94739726027397,73,70,60,Daily,69.16,5,13.832,245,3.54251012
2018-01-10,2018-01-10,"OtherEU_ADDCARTLAL_1229_001 - Copy 3",23842694144940055,1610,9.62732919,0.8695652173913,1.1071428571429,14,11,30,Daily,15.5,,,,
2018-01-10,2018-01-10,"Asia_ADDCARTLAL_12301 - Copy 2",23842694144870055,3125,9.6896,0.576,1.6822222222222,18,17,30,Daily,30.28,,,,
2018-01-10,2018-01-10,"EU_ERLLAL_1231 - Copy 3",23842694115120055,1716,9.68531469,1.2237762237762,0.79142857142857,21,20,30,Daily,16.62,,,,
2018-01-10,2018-01-10,OtherEU_ERLLAL_12231_xin,23842689265890055,5725,5.32052402,1.3973799126638,0.38075,80,71,30,Daily,30.46,1,30.46,49,1.6086671
2018-01-10,2018-01-10,"Asia_ERLLAL_1231 - Copy 2",23842690626570055,2507,12.24970084,0.67810131631432,1.8064705882353,17,11,30,Daily,30.71,,,,
2018-01-10,2018-01-10,US_Survey5%_0109,23842695045870055,2847,9.4625922,1.4401123990165,0.65707317073171,41,36,30,Daily,26.94,,,,
2018-01-10,2018-01-10,"OtherEU_ADDCARTLAL_1229_001 - Copy 4",23842694145010055,1594,9.37264743,1.0037641154329,0.93375,16,14,30,Daily,14.94,,,,
2018-01-10,2018-01-10,"Asia_Allbackers_1231 - Copy",23842694144970055,1514,7.85997358,1.4531043593131,0.54090909090909,22,19,30,Daily,11.9,,,,
2018-01-10,2018-01-10,EU_Survey2%_0109,23842695035070055,5422,5.51088159,2.0103282921431,0.27412844036697,109,98,30,Daily,29.88,,,,
2018-01-10,2018-01-10,"Asia_ERLLAL_1231 - Copy",23842693815100055,2673,11.35428358,0.89786756453423,1.2645833333333,24,17,30,Daily,30.35,1,30.35,49,1.61449753
2018-01-10,2018-01-10,"US_Allbackers_1231 - Copy",23842690277690055,5894,10.42755344,1.017984390906,1.0243333333333,60,53,60,Daily,61.46,3,20.486666666667,147,2.39179954
2018-01-10,2018-01-10,"OtherEU_ADDCARTLAL_1229_001 - Copy 4",23842694115300055,1808,8.31858407,1.4380530973451,0.57846153846154,26,24,30,Daily,15.04,,,,
2018-01-10,2018-01-10,"Asia_ERLLAL_1231 - Copy 2",23842694144910055,993,11.27895267,1.2084592145015,0.93333333333333,12,11,30,Daily,11.2,,,,
2018-01-10,2018-01-10,"EU_ERLPurchase_0101_006 - Copy 2",23842694115260055,1678,8.92133492,1.2514898688915,0.71285714285714,21,19,30,Daily,14.97,,,,
2018-01-10,2018-01-10,"Asia_ERLLAL_1231 - Copy",23842690280340055,2423,12.94676021,0.61906727197689,2.0913333333333,15,13,30,Daily,31.37,,,,
2018-01-10,2018-01-10,"US_ERLPurchase_0101_006 - Copy 2",23842694115160055,2746,17.08667152,2.1121631463948,0.80896551724138,58,53,60,Daily,46.92,2,23.46,98,2.08866155
2018-01-10,2018-01-10,"EU_ADDCARTLAL_1221 - Copy 3",23842694144920055,1544,11.0492228,1.0362694300518,1.06625,16,14,30,Daily,17.06,,,,
2018-01-10,2018-01-10,"Asia_ERLLAL_1231 - Copy 2",23842694115210055,2765,10.88969259,0.72332730560579,1.5055,20,16,30,Daily,30.11,,,,
2018-01-10,2018-01-10,US_Surveyemail_1231_006,23842689855230055,4385,13.97719498,2.0296465222349,0.68865168539326,89,76,60,Daily,61.29,1,61.29,49,0.79947789
2018-01-10,2018-01-10,Phil_Survey2%_0109,23842695035040055,19877,1.42828395,1.1873019067264,0.12029661016949,236,154,30,Daily,28.39,,,,
2018-01-10,2018-01-10,"US_Allbackers_1231 - Copy 2",23842693815180055,5359,11.61224109,1.0636312744915,1.0917543859649,57,55,60,Daily,62.23,1,62.23,49,0.78740157
2018-01-10,2018-01-10,"Asia_ADDCARTLAL_1227_002 - Copy 2",23842693815220055,3152,9.65418782,0.66624365482234,1.4490476190476,21,19,30,Daily,30.43,,,,
2018-01-10,2018-01-10,"EU_ERLPurchase_0101_006 - Copy",23842691210210055,3870,7.90697674,1.2144702842377,0.65106382978723,47,42,30,Daily,30.6,2,15.3,98,3.20261438
2018-01-10,2018-01-10,Phil_Survey5%_0109,23842695045980055,21561,1.31069987,1.0713788785307,0.12233766233766,231,147,30,Daily,28.26,,,,
2018-01-10,2018-01-10,CA_Survey3%_0109,23842695036180055,2995,10.04006678,2.237061769616,0.44880597014925,67,61,30,Daily,30.07,3,10.023333333333,147,4.88859328
2018-01-10,2018-01-10,"EU_ERLLAL_1231 - Copy",23842694115200055,1814,9.08489526,1.0474090407938,0.86736842105263,19,19,30,Daily,16.48,,,,
2018-01-10,2018-01-10,Asia_surveyemail_1231,23842689269020055,4323,7.18019894,1.5961138098543,0.44985507246377,69,56,30,Daily,31.04,1,31.04,49,1.57860825
2018-01-10,2018-01-10,"US_Surveyemail_1231_002 - Copy 4",23842694115250055,4284,14.41643324,1.750700280112,0.82346666666667,75,69,60,Daily,61.76,1,61.76,49,0.79339378
2018-01-10,2018-01-10,EU_Survey3%_0109,23842695036110055,3454,6.50839606,2.2292993630573,0.29194805194805,77,64,30,Daily,22.48,1,22.48,49,2.1797153
2018-01-10,2018-01-10,Asia_ADDCARTLAL_1231_003,23842689610790055,3668,8.48418757,0.62704471101418,1.3530434782609,23,18,30,Daily,31.12,3,10.373333333333,147,4.72365039
2018-01-10,2018-01-10,"US_Surveyemail_1231_002 - Copy 3",23842691914840055,4078,15.06375674,1.9862677783227,0.7583950617284,81,68,60,Daily,61.43,1,61.43,49,0.79765587
2018-01-10,2018-01-10,"EU_ERLLAL_1231 - Copy_xin",23842691065050055,4511,6.79006872,1.241409886943,0.54696428571429,56,45,60,Daily,30.63,2,15.315,98,3.19947764
2018-01-10,2018-01-10,"Asia_ERLLAL_1231 - Copy 2",23842693815150055,754,15.63660477,1.1936339522546,1.31,9,8,30,Daily,11.79,,,,
2018-01-10,2018-01-10,"US_NewPurchase_1231 - Copy",23842690626290055,5616,12.33796296,1.7806267806268,0.6929,100,95,60,Daily,69.29,2,34.645,147,2.12151826
2018-01-10,2018-01-10,"EU_ERLLAL_1231 - Copy",23842690412200055,3911,7.81641524,1.3040143185886,0.59941176470588,51,47,30,Daily,30.57,2,15.285,98,3.20575728
2018-01-10,2018-01-10,"Asia_ERLLAL_1231 - Copy 2",23842694115030055,827,13.99032648,0.72551390568319,1.9283333333333,6,5,30,Daily,11.57,,,,
2018-01-10,2018-01-10,"Topcities_ADDCARTLAL_1231_tech - Copy",23842693815090055,2795,11.66368515,1.5384615384615,0.75813953488372,43,38,30,Daily,32.6,2,16.3,98,3.00613497
2018-01-10,2018-01-10,"Asia_ERLLAL_1231 - Copy 2",23842694115070055,2597,11.62110127,0.84713130535233,1.3718181818182,22,21,30,Daily,30.18,1,30.18,49,1.62359178
2018-01-10,2018-01-10,"US_Allbackers_1231 - Copy 2",23842694115310055,3218,14.69857054,1.6469857054071,0.89245283018868,53,51,60,Daily,47.3,,,,
2018-01-10,2018-01-10,"US_Survey4%_0109 - Copy",23842695391130055,938,10.40511727,1.4925373134328,0.69714285714286,14,13,30,Daily,9.76,,,,
2018-01-10,2018-01-10,"US_ERLPurchase4%_0109 - Copy",23842695391160055,1943,10.02058672,1.5954709212558,0.62806451612903,31,28,60,Daily,19.47,,,,
2018-01-10,2018-01-10,"US_Allbackers_1231 - Copy 3",23842694144760055,3883,12.11434458,1.1331444759207,1.0690909090909,44,41,60,Daily,47.04,1,47.04,49,1.04166667
2018-01-10,2018-01-10,"US_Allbackers_1231 - Copy",23842690258080055,5313,11.60361378,1.3551665725579,0.85625,72,70,60,Daily,61.65,2,30.825,98,1.58961882
2018-01-10,2018-01-10,"US_ERLPurchase_0101_006 - Copy",23842690408130055,4449,13.80310182,1.3710946280063,1.0067213114754,61,55,60,Daily,61.41,1,61.41,49,0.79791565
2018-01-10,2018-01-10,"US_Allbackers_1231 - Copy 3",23842694115040055,4785,12.97178683,1.4211076280042,0.91279411764706,68,63,60,Daily,62.07,,,,
2018-01-10,2018-01-10,"US_Surveyemail_1231_002 - Copy 4",23842694144960055,4594,13.51763169,1.8720069656073,0.72209302325581,86,72,60,Daily,62.1,,,,
2018-01-10,2018-01-10,CA_Surveyemail_0109_xin,23842694889510055,6700,9.28059701,3.1641791044776,0.29330188679245,212,188,60,Daily,62.18,9,6.9088888888889,505,8.1215825
2018-01-10,2018-01-10,US_Survey2%_0109_xin,23842695035080055,2851,10.58225184,1.6485443703964,0.64191489361702,47,47,30,Daily,30.17,1,30.17,49,1.62412993
2018-01-10,2018-01-10,CA_Survey2%_0109,23842695035060055,2721,10.10657846,2.9768467475193,0.33950617283951,81,73,30,Daily,27.5,2,13.75,98,3.56363636
2018-01-10,2018-01-10,"US_Surveyemail_1231_002 - Copy",23842690626410055,4090,14.94865526,2.200488997555,0.67933333333333,90,77,60,Daily,61.14,3,20.38,147,2.40431796
2018-01-10,2018-01-10,"US_Survey2%_0109 - Copy",23842695391140055,971,10.27806385,2.2657054582904,0.45363636363636,22,21,30,Daily,9.98,,,,
2018-01-10,2018-01-10,"Topcities_ADDCARTLAL_1231_tech - Copy",23842690258090055,2786,12.46231156,1.2921751615219,0.96444444444444,36,34,30,Daily,34.72,1,34.72,49,1.41129032
2018-01-10,2018-01-10,"US_NewPurchase_1231 - Copy",23842690408080055,4362,14.02338377,1.5589179275562,0.89955882352941,68,64,60,Daily,61.17,2,30.585,147,2.40313879
2018-01-10,2018-01-10,"US_Surveyemail_1231_002 - Copy 5",23842694115050055,2794,16.31710809,1.9685039370079,0.82890909090909,55,48,60,Daily,45.59,,,,
2018-01-10,2018-01-10,"US_Allbackers_1231 - Copy 2",23842690408100055,4508,13.66459627,1.131322094055,1.2078431372549,51,48,60,Daily,61.6,3,20.533333333333,147,2.38636364
2018-01-09,2018-01-09,EU_ADDCARTLAL_1228,23842685167260055,3560,8.39606742,1.0674157303371,0.78657894736842,38,31,30,Daily,29.89,1,29.89,49,1.63934426
2018-01-09,2018-01-09,"SA_ERLLAL_1229_012 - Copy 3",23842693815210055,14534,1.34236962,1.3210403192514,0.10161458333333,192,125,30,Daily,19.51,,,,
2018-01-09,2018-01-09,"Thailand_ERLPurchase_0101_006 - Copy 2",23842693815060055,3896,2.87731006,0.38501026694045,0.74733333333333,15,9,30,Daily,11.21,1,11.21,49,4.37109723
2018-01-09,2018-01-09,"OtherEU_ADDCARTLAL_1229_001 - Copy 2",23842690626420055,3104,9.67783505,1.1275773195876,0.85828571428571,35,31,30,Daily,30.04,,,,
